Clock_Round,Service_Area,Band,Bidder,Last Bid Submitted at start of Clock Round (Rs. Crore),Provisionally Allocated Block(s) at start of Clock Round (In No.),Rank at start of Clock Round,bid_decision,No. of Block(s) Selecte d,prov_win_bid,Provisionall y Allocated Block(s) at end of Clock Round,prov_rank
1,Odisha,1800,Tata Tele,0,0,0,0  no,0,0,0,0
1,Odisha,1800,Vodafone,0,0,0,0  no,0,0,0,0
8,Bihar,900,Tata Tele,0,0,0,0  no,0,0,0,0
8,Bihar,900,Vodafone,0,0,0,0  no,0,0,0,0
8,Bihar,1800,Aircel,12.4,9,0,3  no,0,12.4,9,3
8,Bihar,1800,Bharti,0,0,0,0  no,0,0,0,0
8,Bihar,1800,Idea,12.4,25,0,1  no,0,12.4,25,1
8,Bihar,1800,RCL,0,0,0,0  no,0,0,0,0
8,Bihar,1800,Jio,12.4,25,0,2  no,0,12.4,25,2
8,Bihar,1800,Tata Tele,0,0,0,0  no,0,0,0,0
8,Bihar,1800,Vodafone,0,0,0,0  no,0,0,0,0
8,Bihar,2100,Aircel,0,0,0,0  no,0,0,0,0
8,Bihar,2100,Bharti,430,1,0,2  no,0,430,1,2
8,Bihar,2100,Idea,430,1,0,1  no,0,430,1,1
8,Bihar,2100,RCL,0,0,0,0  no,0,0,0,0
8,Bihar,2100,Jio,0,0,0,0  no,0,0,0,0
8,Bihar,2100,Tata Tele,0,0,0,0  no,0,0,0,0
8,Bihar,2100,Vodafone,0,0,0,0  no,0,0,0,0
8,Bihar,2300,Aircel,0,0,0,0  no,0,0,0,0
8,Bihar,2300,Bharti,60.9,1,0,2  no,0,60.9,1,2
8,Bihar,2300,Idea,0,0,0,0  no,0,0,0,0
8,Bihar,2300,RCL,0,0,0,0  no,0,0,0,0
8,Bihar,2300,Jio,60.9,1,0,1  no,0,60.9,1,1
8,Bihar,2300,Tata Tele,0,0,0,0  no,0,0,0,0
8,Bihar,2300,Vodafone,0,0,0,0  no,0,0,0,0
8,Bihar,2500,Aircel,0,0,0,0  no,0,0,0,0
8,Bihar,2500,Bharti,0,0,0,0  no,0,0,0,0
8,Bihar,2500,Idea,0,0,0,0  no,0,0,0,0
8,Bihar,2500,RCL,0,0,0,0  no,0,0,0,0
8,Bihar,2500,Jio,0,0,0,0  no,0,0,0,0
8,Bihar,2500,Tata Tele,0,0,0,0  no,0,0,0,0
8,Bihar,2500,Vodafone,0,0,0,0  no,0,0,0,0
8,Delhi,700,Aircel,0,0,0,0  no,0,0,0,0
8,Delhi,700,Bharti,0,0,0,0  no,0,0,0,0
8,Delhi,700,Idea,0,0,0,0  no,0,0,0,0
8,Delhi,700,RCL,0,0,0,0  no,0,0,0,0
8,Delhi,700,Jio,0,0,0,0  no,0,0,0,0
8,Delhi,700,Tata Tele,0,0,0,0  no,0,0,0,0
8,Delhi,700,Vodafone,0,0,0,0  no,0,0,0,0
8,Delhi,800,Aircel,0,0,0,0  no,0,0,0,0
8,Delhi,800,Bharti,0,0,0,0  no,0,0,0,0
8,Delhi,800,Idea,0,0,0,0  no,0,0,0,0
8,Delhi,800,RCL,0,0,0,0  no,0,0,0,0
8,Delhi,800,Jio,0,0,0,0  no,0,0,0,0
8,Delhi,800,Tata Tele,0,0,0,0  no,0,0,0,0
8,Delhi,800,Vodafone,0,0,0,0  no,0,0,0,0
8,Delhi,1800,Aircel,0,0,0,0  no,0,0,0,0
8,Delhi,1800,Bharti,0,0,0,0  no,0,0,0,0
8,Delhi,1800,Idea,0,0,0,0  no,0,0,0,0
8,Delhi,1800,RCL,0,0,0,0  no,0,0,0,0
8,Delhi,1800,Jio,0,0,0,0  no,0,0,0,0
8,Delhi,1800,Tata Tele,0,0,0,0  no,0,0,0,0
8,Delhi,1800,Vodafone,79.8,10,0,1  no,0,79.8,10,1
8,Delhi,2100,Aircel,0,0,0,0  no,0,0,0,0
8,Delhi,2100,Bharti,2770,1,0,1  no,0,2770,1,1
8,Delhi,2100,Idea,0,0,0,0  no,0,0,0,0
8,Delhi,2100,RCL,0,0,0,0  no,0,0,0,0
8,Delhi,2100,Jio,0,0,0,0  no,0,0,0,0
8,Delhi,2100,Tata Tele,0,0,0,0  no,0,0,0,0
8,Delhi,2100,Vodafone,0,0,0,0  no,0,0,0,0
8,Delhi,2300,Aircel,0,0,0,0  no,0,0,0,0
8,Delhi,2300,Bharti,1430,1,0,1  no,0,1430,1,1
8,Delhi,2300,Idea,0,0,0,0  no,0,0,0,0
8,Delhi,2300,RCL,0,0,0,0  no,0,0,0,0
8,Delhi,2300,Jio,1430,1,0,2  no,0,1430,1,2
8,Delhi,2300,Tata Tele,0,0,0,0  no,0,0,0,0
8,Delhi,2300,Vodafone,0,0,0,0  no,0,0,0,0
8,Delhi,2500,Aircel,0,0,0,0  no,0,0,0,0
8,Delhi,2500,Bharti,0,0,0,0  no,0,0,0,0
8,Delhi,2500,Idea,0,0,0,0  no,0,0,0,0
8,Delhi,2500,RCL,0,0,0,0  no,0,0,0,0
8,Delhi,2500,Jio,0,0,0,0  no,0,0,0,0
8,Delhi,2500,Tata Tele,0,0,0,0  no,0,0,0,0
8,Delhi,2500,Vodafone,1430,2,0,1  no,0,1430,2,1
8,Gujarat,700,Aircel,0,0,0,0  no,0,0,0,0
8,Gujarat,700,Bharti,0,0,0,0  no,0,0,0,0
8,Gujarat,700,Idea,0,0,0,0  no,0,0,0,0
8,Gujarat,700,RCL,0,0,0,0  no,0,0,0,0
8,Gujarat,700,Jio,0,0,0,0  no,0,0,0,0
8,Gujarat,700,Tata Tele,0,0,0,0  no,0,0,0,0
8,Gujarat,700,Vodafone,0,0,0,0  no,0,0,0,0
8,Gujarat,800,Aircel,0,0,0,0  no,0,0,0,0
8,Gujarat,800,Bharti,0,0,0,0  no,0,0,0,0
8,Gujarat,800,Idea,376.1,4,0,1  no,0,376.1,4,1
8,Gujarat,800,RCL,0,0,0,0  no,0,0,0,0
8,Gujarat,800,Jio,0,0,0,Bid,4,376.1,0,0
8,Gujarat,800,Tata Tele,0,0,0,0  no,0,0,0,0
8,Gujarat,800,Vodafone,0,0,0,0  no,0,0,0,0
8,Gujarat,900,Aircel,0,0,0,0  no,0,0,0,0
8,Gujarat,900,Bharti,0,0,0,0  no,0,0,0,0
8,Gujarat,900,Idea,0,0,0,0  no,0,0,0,0
8,Gujarat,900,RCL,0,0,0,0  no,0,0,0,0
8,Gujarat,900,Jio,0,0,0,0  no,0,0,0,0
8,Gujarat,900,Tata Tele,0,0,0,0  no,0,0,0,0
8,Gujarat,900,Vodafone,0,0,0,0  no,0,0,0,0
8,Gujarat,1800,Aircel,0,0,0,0  no,0,0,0,0
8,Gujarat,1800,Bharti,0,0,0,0  no,0,0,0,0
8,Gujarat,1800,Idea,47.6,25,0,1  no,0,47.6,25,1
8,Gujarat,1800,RCL,0,0,0,0  no,0,0,0,0
8,Gujarat,1800,Jio,0,0,0,0  no,0,0,0,0
8,Gujarat,1800,Tata Tele,0,0,0,0  no,0,0,0,0
8,Gujarat,1800,Vodafone,47.6,15,0,2  no,0,47.6,15,2
8,Gujarat,2100,Aircel,0,0,0,0  no,0,0,0,0
8,Gujarat,2100,Bharti,0,0,0,0  no,0,0,0,0
8,Gujarat,2100,Idea,0,0,0,0  no,0,0,0,0
8,Gujarat,2100,RCL,0,0,0,0  no,0,0,0,0
8,Gujarat,2100,Jio,0,0,0,0  no,0,0,0,0
8,Gujarat,2100,Tata Tele,0,0,0,0  no,0,0,0,0
8,Gujarat,2100,Vodafone,0,0,0,0  no,0,0,0,0
8,Gujarat,2300,Aircel,0,0,0,0  no,0,0,0,0
8,Gujarat,2300,Bharti,464.09,0,0,Bid,1,468.73,0,0
8,Gujarat,2300,Idea,464.09,1,0,Bid,2,468.73,2,1
8,Gujarat,2300,RCL,0,0,0,Bid,2,468.73,0,0
8,Gujarat,2300,Jio,464.09,1,0,1  no,0,0,0,0
8,Gujarat,2300,Tata Tele,0,0,0,0  no,0,0,0,0
8,Gujarat,2300,Vodafone,0,0,0,0  no,0,0,0,0
8,Gujarat,2500,Aircel,0,0,0,0  no,0,0,0,0
8,Gujarat,2500,Bharti,0,0,0,0  no,0,0,0,0
8,Gujarat,2500,Idea,0,0,0,0  no,0,0,0,0
8,Gujarat,2500,RCL,0,0,0,0  no,0,0,0,0
8,Gujarat,2500,Jio,0,0,0,0  no,0,0,0,0
8,Gujarat,2500,Tata Tele,0,0,0,0  no,0,0,0,0
8,Gujarat,2500,Vodafone,390,2,0,1  no,0,390,2,1
8,Haryana,700,Aircel,0,0,0,0  no,0,0,0,0
8,Haryana,700,Bharti,0,0,0,0  no,0,0,0,0
8,Haryana,700,Idea,0,0,0,0  no,0,0,0,0
8,Haryana,700,RCL,0,0,0,0  no,0,0,0,0
8,Haryana,700,Jio,0,0,0,0  no,0,0,0,0
8,Haryana,700,Tata Tele,0,0,0,0  no,0,0,0,0
8,Haryana,700,Vodafone,0,0,0,0  no,0,0,0,0
8,Haryana,800,Aircel,0,0,0,0  no,0,0,0,0
8,Haryana,800,Bharti,0,0,0,0  no,0,0,0,0
8,Haryana,800,Idea,0,0,0,0  no,0,0,0,0
8,Haryana,800,RCL,0,0,0,0  no,0,0,0,0
8,Haryana,800,Jio,0,0,0,0  no,0,0,0,0
8,Haryana,800,Tata Tele,0,0,0,0  no,0,0,0,0
8,Haryana,800,Vodafone,0,0,0,0  no,0,0,0,0
8,Haryana,1800,Aircel,0,0,0,0  no,0,0,0,0
8,Haryana,1800,Bharti,9.86,7,0,Bid,8,9.9,8,2
8,Haryana,1800,Idea,9.86,25,0,2  no,0,9.86,24,3
8,Haryana,1800,RCL,0,0,0,0  no,0,0,0,0
8,Haryana,1800,Jio,9.9,5,0,1  no,0,9.9,5,1
8,Haryana,1800,Tata Tele,0,0,0,0  no,0,0,0,0
8,Haryana,1800,Vodafone,0,0,0,0  no,0,0,0,0
8,Haryana,2100,Aircel,0,0,0,0  no,0,0,0,0
8,Haryana,2100,Bharti,0,0,0,0  no,0,0,0,0
8,Haryana,2100,Idea,0,0,0,0  no,0,0,0,0
8,Haryana,2100,RCL,0,0,0,0  no,0,0,0,0
8,Haryana,2100,Jio,0,0,0,0  no,0,0,0,0
8,Haryana,2100,Tata Tele,0,0,0,0  no,0,0,0,0
8,Haryana,2100,Vodafone,0,0,0,0  no,0,0,0,0
8,Haryana,2500,Aircel,0,0,0,0  no,0,0,0,0
8,Haryana,2500,Bharti,0,0,0,0  no,0,0,0,0
8,Haryana,2500,Idea,0,0,0,0  no,0,0,0,0
8,Haryana,2500,RCL,0,0,0,0  no,0,0,0,0
8,Haryana,2500,Jio,0,0,0,0  no,0,0,0,0
8,Haryana,2500,Tata Tele,0,0,0,0  no,0,0,0,0
8,Haryana,2500,Vodafone,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,700,Aircel,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,700,Bharti,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,700,Idea,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,700,RCL,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,700,Jio,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,700,Tata Tele,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,700,Vodafone,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,800,Aircel,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,800,Bharti,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,800,Idea,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,800,RCL,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,800,Jio,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,800,Tata Tele,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,800,Vodafone,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,1800,Aircel,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,1800,Bharti,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,1800,Idea,3.2,3,0,1  no,0,3.2,3,1
8,Himachal Pradesh,1800,RCL,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,1800,Jio,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,1800,Tata Tele,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,1800,Vodafone,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,2100,Aircel,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,2100,Bharti,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,2100,Idea,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,2100,RCL,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,2100,Jio,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,2100,Tata Tele,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,2100,Vodafone,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,2300,Aircel,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,2300,Bharti,10,1,0,2  no,0,10,1,2
8,Himachal Pradesh,2300,Idea,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,2300,RCL,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,2300,Jio,10.1,1,0,1  no,0,10.1,1,1
8,Himachal Pradesh,2300,Tata Tele,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,2300,Vodafone,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,2500,Aircel,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,2500,Bharti,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,2500,Idea,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,2500,RCL,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,2500,Jio,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,2500,Tata Tele,0,0,0,0  no,0,0,0,0
8,Himachal Pradesh,2500,Vodafone,0,0,0,0  no,0,0,0,0
8,J & K,700,Aircel,0,0,0,0  no,0,0,0,0
8,J & K,700,Bharti,0,0,0,0  no,0,0,0,0
8,J & K,700,Idea,0,0,0,0  no,0,0,0,0
8,J & K,700,RCL,0,0,0,0  no,0,0,0,0
8,J & K,700,Jio,0,0,0,0  no,0,0,0,0
8,J & K,700,Tata Tele,0,0,0,0  no,0,0,0,0
8,J & K,700,Vodafone,0,0,0,0  no,0,0,0,0
8,J & K,1800,Aircel,0,0,0,0  no,0,0,0,0
8,J & K,1800,Bharti,2.6,12,0,2  no,0,2.6,12,2
8,J & K,1800,Idea,0,0,0,0  no,0,0,0,0
8,J & K,1800,RCL,0,0,0,0  no,0,0,0,0
8,J & K,1800,Jio,2.6,50,0,1  no,0,2.6,50,1
8,J & K,1800,Tata Tele,0,0,0,0  no,0,0,0,0
8,J & K,1800,Vodafone,0,0,0,0  no,0,0,0,0
8,J & K,2100,Aircel,0,0,0,0  no,0,0,0,0
8,J & K,2100,Bharti,55,1,0,1  no,0,55,1,1
8,J & K,2100,Idea,0,0,0,0  no,0,0,0,0
8,J & K,2100,RCL,0,0,0,0  no,0,0,0,0
8,J & K,2100,Jio,0,0,0,0  no,0,0,0,0
8,J & K,2100,Tata Tele,0,0,0,0  no,0,0,0,0
8,J & K,2100,Vodafone,0,0,0,0  no,0,0,0,0
8,J & K,2500,Aircel,0,0,0,0  no,0,0,0,0
8,J & K,2500,Bharti,0,0,0,0  no,0,0,0,0
8,J & K,2500,Idea,0,0,0,0  no,0,0,0,0
8,J & K,2500,RCL,0,0,0,0  no,0,0,0,0
8,J & K,2500,Jio,0,0,0,0  no,0,0,0,0
8,J & K,2500,Tata Tele,0,0,0,0  no,0,0,0,0
8,J & K,2500,Vodafone,0,0,0,0  no,0,0,0,0
8,Karnataka,700,Aircel,0,0,0,0  no,0,0,0,0
8,Karnataka,700,Bharti,0,0,0,0  no,0,0,0,0
8,Karnataka,700,Idea,0,0,0,0  no,0,0,0,0
8,Karnataka,700,RCL,0,0,0,0  no,0,0,0,0
8,Karnataka,700,Jio,0,0,0,0  no,0,0,0,0
8,Karnataka,700,Tata Tele,0,0,0,0  no,0,0,0,0
8,Karnataka,700,Vodafone,0,0,0,0  no,0,0,0,0
8,Karnataka,800,Aircel,0,0,0,0  no,0,0,0,0
8,Karnataka,800,Bharti,0,0,0,0  no,0,0,0,0
8,Karnataka,800,Idea,0,0,0,0  no,0,0,0,0
8,Karnataka,800,RCL,0,0,0,0  no,0,0,0,0
8,Karnataka,800,Jio,0,0,0,0  no,0,0,0,0
8,Karnataka,800,Tata Tele,0,0,0,0  no,0,0,0,0
8,Karnataka,800,Vodafone,0,0,0,0  no,0,0,0,0
8,Karnataka,1800,Aircel,0,0,0,0  no,0,0,0,0
8,Karnataka,1800,Bharti,0,0,0,0  no,0,0,0,0
8,Karnataka,1800,Idea,0,0,0,0  no,0,0,0,0
8,Karnataka,1800,RCL,0,0,0,0  no,0,0,0,0
8,Karnataka,1800,Jio,0,0,0,0  no,0,0,0,0
8,Karnataka,1800,Tata Tele,0,0,0,0  no,0,0,0,0
8,Karnataka,1800,Vodafone,0,0,0,0  no,0,0,0,0
8,Karnataka,2100,Aircel,0,0,0,0  no,0,0,0,0
8,Karnataka,2100,Bharti,0,0,0,0  no,0,0,0,0
8,Karnataka,2100,Idea,0,0,0,0  no,0,0,0,0
8,Karnataka,2100,RCL,0,0,0,0  no,0,0,0,0
8,Karnataka,2100,Jio,0,0,0,0  no,0,0,0,0
8,Karnataka,2100,Tata Tele,0,0,0,0  no,0,0,0,0
8,Karnataka,2100,Vodafone,0,0,0,0  no,0,0,0,0
8,Karnataka,2300,Aircel,0,0,0,0  no,0,0,0,0
8,Karnataka,2300,Bharti,980,1,0,1  no,0,980,1,1
8,Karnataka,2300,Idea,0,0,0,0  no,0,0,0,0
8,Karnataka,2300,RCL,0,0,0,0  no,0,0,0,0
8,Karnataka,2300,Jio,980,1,0,2  no,0,980,1,2
8,Karnataka,2300,Tata Tele,0,0,0,0  no,0,0,0,0
8,Karnataka,2300,Vodafone,0,0,0,0  no,0,0,0,0
8,Karnataka,2500,Aircel,0,0,0,0  no,0,0,0,0
8,Karnataka,2500,Bharti,0,0,0,0  no,0,0,0,0
8,Karnataka,2500,Idea,0,0,0,0  no,0,0,0,0
8,Karnataka,2500,RCL,0,0,0,0  no,0,0,0,0
8,Karnataka,2500,Jio,0,0,0,0  no,0,0,0,0
8,Karnataka,2500,Tata Tele,0,0,0,0  no,0,0,0,0
8,Karnataka,2500,Vodafone,0,0,0,0  no,0,0,0,0
8,Kerala,700,Aircel,0,0,0,0  no,0,0,0,0
8,Kerala,700,Bharti,0,0,0,0  no,0,0,0,0
8,Kerala,700,Idea,0,0,0,0  no,0,0,0,0
8,Kerala,700,RCL,0,0,0,0  no,0,0,0,0
8,Kerala,700,Jio,0,0,0,0  no,0,0,0,0
8,Kerala,700,Tata Tele,0,0,0,0  no,0,0,0,0
8,Kerala,700,Vodafone,0,0,0,0  no,0,0,0,0
8,Kerala,800,Aircel,0,0,0,0  no,0,0,0,0
8,Kerala,800,Bharti,0,0,0,0  no,0,0,0,0
8,Kerala,800,Idea,0,0,0,0  no,0,0,0,0
8,Kerala,800,RCL,0,0,0,0  no,0,0,0,0
8,Kerala,800,Jio,0,0,0,0  no,0,0,0,0
8,Kerala,800,Tata Tele,0,0,0,0  no,0,0,0,0
8,Kerala,800,Vodafone,0,0,0,0  no,0,0,0,0
8,Kerala,1800,Aircel,0,0,0,0  no,0,0,0,0
8,Kerala,1800,Bharti,0,0,0,0  no,0,0,0,0
8,Kerala,1800,Idea,0,0,0,0  no,0,0,0,0
8,Kerala,1800,RCL,0,0,0,0  no,0,0,0,0
8,Kerala,1800,Jio,0,0,0,0  no,0,0,0,0
8,Kerala,1800,Tata Tele,0,0,0,0  no,0,0,0,0
8,Kerala,1800,Vodafone,16.6,3,0,1  no,0,16.6,3,1
8,Kerala,2100,Aircel,0,0,0,0  no,0,0,0,0
8,Kerala,2100,Bharti,885,1,0,1  no,0,885,1,1
8,Kerala,2100,Idea,0,0,0,0  no,0,0,0,0
8,Kerala,2100,RCL,0,0,0,0  no,0,0,0,0
8,Kerala,2100,Jio,0,0,0,0  no,0,0,0,0
8,Kerala,2100,Tata Tele,0,0,0,0  no,0,0,0,0
8,Kerala,2100,Vodafone,0,0,0,0  no,0,0,0,0
8,Kerala,2300,Aircel,0,0,0,0  no,0,0,0,0
8,Kerala,2300,Bharti,171.37,1,0,2  no,0,0,0,0
8,Kerala,2300,Idea,172.22,1,0,1  no,0,172.22,1,1
8,Kerala,2300,RCL,0,0,0,0  no,0,0,0,0
1,Odisha,2100,Aircel,0,0,0,0  no,0,0,0,0
1,Odisha,2100,Bharti,0,0,0,0  no,0,0,0,0
1,Odisha,2100,Idea,0,0,0,0  no,0,0,0,0
1,Odisha,2100,RCL,0,0,0,0  no,0,0,0,0
1,Odisha,2100,Jio,0,0,0,0  no,0,0,0,0
1,Odisha,2100,Tata Tele,0,0,0,0  no,0,0,0,0
1,Odisha,2100,Vodafone,0,0,0,Bid,1,190,1,1
1,Odisha,2300,Aircel,0,0,0,0  no,0,0,0,0
1,Odisha,2300,Bharti,0,0,0,0  no,0,0,0,0
1,Odisha,2300,Idea,0,0,0,0  no,0,0,0,0
1,Odisha,2300,RCL,0,0,0,0  no,0,0,0,0
1,Odisha,2300,Jio,0,0,0,Bid,1,40,1,1
1,Odisha,2300,Tata Tele,0,0,0,0  no,0,0,0,0
1,Odisha,2300,Vodafone,0,0,0,0  no,0,0,0,0
1,Odisha,2500,Aircel,0,0,0,0  no,0,0,0,0
1,Odisha,2500,Bharti,0,0,0,0  no,0,0,0,0
1,Odisha,2500,Idea,0,0,0,0  no,0,0,0,0
1,Odisha,2500,RCL,0,0,0,0  no,0,0,0,0
1,Odisha,2500,Jio,0,0,0,0  no,0,0,0,0
1,Odisha,2500,Tata Tele,0,0,0,0  no,0,0,0,0
1,Odisha,2500,Vodafone,0,0,0,0  no,0,0,0,0
1,Punjab,700,Aircel,0,0,0,0  no,0,0,0,0
1,Punjab,700,Bharti,0,0,0,0  no,0,0,0,0
1,Punjab,700,Idea,0,0,0,0  no,0,0,0,0
1,Punjab,700,RCL,0,0,0,0  no,0,0,0,0
1,Punjab,700,Jio,0,0,0,0  no,0,0,0,0
1,Punjab,700,Tata Tele,0,0,0,0  no,0,0,0,0
1,Punjab,700,Vodafone,0,0,0,0  no,0,0,0,0
1,Punjab,800,Aircel,0,0,0,0  no,0,0,0,0
1,Punjab,800,Bharti,0,0,0,0  no,0,0,0,0
8,Kerala,2300,Jio,0,0,0,Bid,1,172.22,1,2
8,Kerala,2300,Tata Tele,0,0,0,0  no,0,0,0,0
8,Kerala,2300,Vodafone,0,0,0,0  no,0,0,0,0
8,Kerala,2500,Aircel,0,0,0,0  no,0,0,0,0
8,Kerala,2500,Bharti,0,0,0,0  no,0,0,0,0
8,Kerala,2500,Idea,0,0,0,0  no,0,0,0,0
8,Kerala,2500,RCL,0,0,0,0  no,0,0,0,0
8,Kerala,2500,Jio,0,0,0,0  no,0,0,0,0
8,Kerala,2500,Tata Tele,0,0,0,0  no,0,0,0,0
8,Kerala,2500,Vodafone,160,2,0,1  no,0,160,2,1
8,Kolkata,700,Aircel,0,0,0,0  no,0,0,0,0
8,Kolkata,700,Bharti,0,0,0,0  no,0,0,0,0
8,Kolkata,700,Idea,0,0,0,0  no,0,0,0,0
8,Kolkata,700,RCL,0,0,0,0  no,0,0,0,0
8,Kolkata,700,Jio,0,0,0,0  no,0,0,0,0
8,Kolkata,700,Tata Tele,0,0,0,0  no,0,0,0,0
8,Kolkata,700,Vodafone,0,0,0,0  no,0,0,0,0
8,Kolkata,800,Aircel,0,0,0,0  no,0,0,0,0
8,Kolkata,800,Bharti,0,0,0,0  no,0,0,0,0
8,Kolkata,800,Idea,0,0,0,0  no,0,0,0,0
8,Kolkata,800,RCL,0,0,0,0  no,0,0,0,0
8,Kolkata,800,Jio,0,0,0,0  no,0,0,0,0
8,Kolkata,800,Tata Tele,0,0,0,0  no,0,0,0,0
8,Kolkata,800,Vodafone,0,0,0,0  no,0,0,0,0
8,Kolkata,1800,Aircel,0,0,0,0  no,0,0,0,0
8,Kolkata,1800,Bharti,30.23,10,0,2  no,0,30.23,10,2
8,Kolkata,1800,Idea,0,0,0,0  no,0,0,0,0
8,Kolkata,1800,RCL,0,0,0,0  no,0,0,0,0
8,Kolkata,1800,Jio,0,0,0,0  no,0,0,0,0
8,Kolkata,1800,Tata Tele,0,0,0,0  no,0,0,0,0
8,Kolkata,1800,Vodafone,30.23,10,0,Bid,10,30.38,10,1
8,Kolkata,2100,Aircel,0,0,0,0  no,0,0,0,0
8,Kolkata,2100,Bharti,0,0,0,0  no,0,0,0,0
8,Kolkata,2100,Idea,0,0,0,0  no,0,0,0,0
8,Kolkata,2100,RCL,0,0,0,0  no,0,0,0,0
8,Kolkata,2100,Jio,0,0,0,0  no,0,0,0,0
8,Kolkata,2100,Tata Tele,0,0,0,0  no,0,0,0,0
8,Kolkata,2100,Vodafone,0,0,0,0  no,0,0,0,0
8,Kolkata,2300,Aircel,0,0,0,0  no,0,0,0,0
8,Kolkata,2300,Bharti,330,1,0,1  no,0,330,1,1
8,Kolkata,2300,Idea,0,0,0,0  no,0,0,0,0
8,Kolkata,2300,RCL,0,0,0,0  no,0,0,0,0
8,Kolkata,2300,Jio,330,1,0,2  no,0,330,1,2
8,Kolkata,2300,Tata Tele,0,0,0,0  no,0,0,0,0
8,Kolkata,2300,Vodafone,0,0,0,0  no,0,0,0,0
8,Kolkata,2500,Aircel,0,0,0,0  no,0,0,0,0
8,Kolkata,2500,Bharti,0,0,0,0  no,0,0,0,0
8,Kolkata,2500,Idea,0,0,0,0  no,0,0,0,0
8,Kolkata,2500,RCL,0,0,0,0  no,0,0,0,0
8,Kolkata,2500,Jio,0,0,0,0  no,0,0,0,0
8,Kolkata,2500,Tata Tele,0,0,0,0  no,0,0,0,0
8,Kolkata,2500,Vodafone,330,2,0,1  no,0,330,2,1
8,Madhya Pradesh,700,Aircel,0,0,0,0  no,0,0,0,0
8,Madhya Pradesh,700,Bharti,0,0,0,0  no,0,0,0,0
8,Madhya Pradesh,700,Idea,0,0,0,0  no,0,0,0,0
8,Madhya Pradesh,700,RCL,0,0,0,0  no,0,0,0,0
8,Madhya Pradesh,700,Jio,0,0,0,0  no,0,0,0,0
8,Madhya Pradesh,700,Tata Tele,0,0,0,0  no,0,0,0,0
8,Madhya Pradesh,700,Vodafone,0,0,0,0  no,0,0,0,0
8,Madhya Pradesh,800,Aircel,0,0,0,0  no,0,0,0,0
8,Madhya Pradesh,800,Bharti,0,0,0,0  no,0,0,0,0
8,Madhya Pradesh,800,Idea,0,0,0,0  no,0,0,0,0
8,Madhya Pradesh,800,RCL,0,0,0,0  no,0,0,0,0
8,Madhya Pradesh,800,Jio,0,0,0,0  no,0,0,0,0
8,Madhya Pradesh,800,Tata Tele,0,0,0,0  no,0,0,0,0
8,Madhya Pradesh,800,Vodafone,0,0,0,0  no,0,0,0,0
8,Madhya Pradesh,1800,Aircel,0,0,0,0  no,0,0,0,0
8,Madhya Pradesh,1800,Bharti,0,0,0,0  no,0,0,0,0
8,Madhya Pradesh,1800,Idea,16.6,23,0,1  no,0,16.6,23,1
8,Madhya Pradesh,1800,RCL,0,0,0,0  no,0,0,0,0
8,Madhya Pradesh,1800,Jio,0,0,0,0  no,0,0,0,0
8,Madhya Pradesh,1800,Tata Tele,0,0,0,0  no,0,0,0,0
8,Madhya Pradesh,1800,Vodafone,0,0,0,0  no,0,0,0,0
8,Madhya Pradesh,2100,Aircel,0,0,0,0  no,0,0,0,0
8,Madhya Pradesh,2100,Bharti,0,0,0,0  no,0,0,0,0
