Clock_Round,Service_Area,Band,Bidder,Last Bid Submitted at start of Clock Round (Rs. Crore),Provisionally Allocated Block(s) at start of Clock Round (In No.),Rank at start of Clock Round,bid_decision,No. of Block(s) Selecte d,prov_win_bid,Provisionall y Allocated Block(s) at end of Clock Round,prov_rank
5,Uttar Pradesh (East),900,Tata Tele,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (East),900,Vodafone,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (East),1800,Aircel,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (East),1800,Bharti,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (East),1800,Idea,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (East),1800,RCL,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (East),1800,Jio,23,25,0,1  no,0,23,25,1
5,Uttar Pradesh (East),1800,Tata Tele,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (East),1800,Vodafone,0,0,0,Bid,10,23,0,0
5,Uttar Pradesh (East),2100,Aircel,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (East),2100,Bharti,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (East),2100,Idea,550,1,0,2  no,0,550,1,2
5,Uttar Pradesh (East),2100,RCL,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (East),2100,Jio,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (East),2100,Tata Tele,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (East),2100,Vodafone,550,1,0,1  no,0,550,1,1
5,Uttar Pradesh (East),2500,Aircel,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (East),2500,Bharti,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (East),2500,Idea,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (East),2500,RCL,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (East),2500,Jio,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (East),2500,Tata Tele,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (East),2500,Vodafone,0,0,0,Bid,1,90,1,1
5,Uttar Pradesh (West),700,Aircel,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),700,Bharti,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),700,Idea,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),700,RCL,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),700,Jio,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),700,Tata Tele,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),700,Vodafone,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),800,Aircel,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),800,Bharti,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),800,Idea,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),800,RCL,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),800,Jio,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),800,Tata Tele,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),800,Vodafone,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),900,Aircel,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),900,Bharti,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),900,Idea,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),900,RCL,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),900,Jio,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),900,Tata Tele,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),900,Vodafone,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),1800,Aircel,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),1800,Bharti,19.48,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),1800,Idea,19.48,40,0,1  no,0,19.48,40,2
5,Uttar Pradesh (West),1800,RCL,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),1800,Jio,19.48,25,0,2  no,0,0,0,0
5,Uttar Pradesh (West),1800,Tata Tele,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),1800,Vodafone,19.48,8,0,Bid,12,20.06,12,1
5,Uttar Pradesh (West),2100,Aircel,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),2100,Bharti,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),2100,Idea,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),2100,RCL,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),2100,Jio,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),2100,Tata Tele,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),2100,Vodafone,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),2500,Aircel,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),2500,Bharti,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),2500,Idea,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),2500,RCL,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),2500,Jio,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),2500,Tata Tele,0,0,0,0  no,0,0,0,0
5,Uttar Pradesh (West),2500,Vodafone,0,0,0,Bid,1,120,1,1
5,West Bengal,700,Aircel,0,0,0,0  no,0,0,0,0
5,West Bengal,700,Bharti,0,0,0,0  no,0,0,0,0
5,West Bengal,700,Idea,0,0,0,0  no,0,0,0,0
5,West Bengal,700,RCL,0,0,0,0  no,0,0,0,0
5,West Bengal,700,Jio,0,0,0,0  no,0,0,0,0
5,West Bengal,700,Tata Tele,0,0,0,0  no,0,0,0,0
5,West Bengal,700,Vodafone,0,0,0,0  no,0,0,0,0
5,West Bengal,800,Aircel,0,0,0,0  no,0,0,0,0
5,West Bengal,800,Bharti,0,0,0,0  no,0,0,0,0
5,West Bengal,800,Idea,0,0,0,0  no,0,0,0,0
5,West Bengal,800,RCL,0,0,0,0  no,0,0,0,0
5,West Bengal,800,Jio,0,0,0,0  no,0,0,0,0
5,West Bengal,800,Tata Tele,0,0,0,0  no,0,0,0,0
5,West Bengal,800,Vodafone,0,0,0,0  no,0,0,0,0
5,West Bengal,1800,Aircel,0,0,0,0  no,0,0,0,0
5,West Bengal,1800,Bharti,0,0,0,0  no,0,0,0,0
5,West Bengal,1800,Idea,9.2,25,0,2  no,0,9.2,25,2
5,West Bengal,1800,RCL,0,0,0,0  no,0,0,0,0
5,West Bengal,1800,Jio,0,0,0,0  no,0,0,0,0
5,West Bengal,1800,Tata Tele,0,0,0,0  no,0,0,0,0
5,West Bengal,1800,Vodafone,9.2,33,0,1  no,0,9.2,33,1
5,West Bengal,2100,Aircel,0,0,0,0  no,0,0,0,0
5,West Bengal,2100,Bharti,0,0,0,0  no,0,0,0,0
5,West Bengal,2100,Idea,0,0,0,0  no,0,0,0,0
5,West Bengal,2100,RCL,0,0,0,0  no,0,0,0,0
5,West Bengal,2100,Jio,0,0,0,0  no,0,0,0,0
5,West Bengal,2100,Tata Tele,0,0,0,0  no,0,0,0,0
5,West Bengal,2100,Vodafone,0,0,0,0  no,0,0,0,0
5,West Bengal,2300,Aircel,0,0,0,0  no,0,0,0,0
5,West Bengal,2300,Bharti,50,1,0,2  no,0,50,1,2
5,West Bengal,2300,Idea,0,0,0,0  no,0,0,0,0
5,West Bengal,2300,RCL,0,0,0,0  no,0,0,0,0
5,West Bengal,2300,Jio,50,1,0,1  no,0,50,1,1
5,West Bengal,2300,Tata Tele,0,0,0,0  no,0,0,0,0
5,West Bengal,2300,Vodafone,0,0,0,0  no,0,0,0,0
5,West Bengal,2500,Aircel,0,0,0,0  no,0,0,0,0
5,West Bengal,2500,Bharti,0,0,0,0  no,0,0,0,0
5,West Bengal,2500,Idea,0,0,0,0  no,0,0,0,0
5,West Bengal,2500,RCL,0,0,0,0  no,0,0,0,0
5,West Bengal,2500,Jio,0,0,0,0  no,0,0,0,0
5,West Bengal,2500,Tata Tele,0,0,0,0  no,0,0,0,0
5,West Bengal,2500,Vodafone,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,700,Aircel,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,700,Bharti,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,700,Idea,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,700,RCL,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,700,Jio,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,700,Tata Tele,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,700,Vodafone,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,800,Aircel,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,800,Bharti,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,800,Idea,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,800,RCL,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,800,Jio,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,800,Tata Tele,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,800,Vodafone,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,1800,Aircel,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,1800,Bharti,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,1800,Idea,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,1800,RCL,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,1800,Jio,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,1800,Tata Tele,48.6,12,0,1  no,0,48.6,12,1
6,Andhra Pradesh,1800,Vodafone,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,2100,Aircel,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,2100,Bharti,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,2100,Idea,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,2100,RCL,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,2100,Jio,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,2100,Tata Tele,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,2100,Vodafone,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,2300,Aircel,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,2300,Bharti,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,2300,Idea,680,1,0,1  no,0,680,1,1
6,Andhra Pradesh,2300,RCL,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,2300,Jio,680,1,0,2  no,0,680,1,2
6,Andhra Pradesh,2300,Tata Tele,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,2300,Vodafone,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,2500,Aircel,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,2500,Bharti,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,2500,Idea,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,2500,RCL,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,2500,Jio,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,2500,Tata Tele,0,0,0,0  no,0,0,0,0
6,Andhra Pradesh,2500,Vodafone,0,0,0,0  no,0,0,0,0
6,Assam,700,Aircel,0,0,0,0  no,0,0,0,0
6,Assam,700,Bharti,0,0,0,0  no,0,0,0,0
6,Assam,700,Idea,0,0,0,0  no,0,0,0,0
6,Assam,700,RCL,0,0,0,0  no,0,0,0,0
6,Assam,700,Jio,0,0,0,0  no,0,0,0,0
6,Assam,700,Tata Tele,0,0,0,0  no,0,0,0,0
6,Assam,700,Vodafone,0,0,0,0  no,0,0,0,0
6,Assam,1800,Aircel,0,0,0,0  no,0,0,0,0
6,Assam,1800,Bharti,8,19,0,3  no,0,8,19,3
6,Assam,1800,Idea,8,25,0,2  no,0,8,25,2
6,Assam,1800,RCL,0,0,0,0  no,0,0,0,0
6,Assam,1800,Jio,0,0,0,0  no,0,0,0,0
6,Assam,1800,Tata Tele,0,0,0,0  no,0,0,0,0
6,Assam,1800,Vodafone,8,25,0,Bid,37,8,37,1
6,Assam,2100,Aircel,0,0,0,0  no,0,0,0,0
6,Assam,2100,Bharti,0,0,0,0  no,0,0,0,0
6,Assam,2100,Idea,0,0,0,0  no,0,0,0,0
6,Assam,2100,RCL,0,0,0,0  no,0,0,0,0
1,Kolkata,1800,Aircel,0,0,0,0  no,0,0,0,0
1,Kolkata,1800,Bharti,0,0,0,Bid,15,29.8,15,1
1,Kolkata,1800,Idea,0,0,0,0  no,0,0,0,0
1,Kolkata,1800,RCL,0,0,0,0  no,0,0,0,0
1,Kolkata,1800,Jio,0,0,0,0  no,0,0,0,0
1,Kolkata,1800,Tata Tele,0,0,0,0  no,0,0,0,0
1,Kolkata,1800,Vodafone,0,0,0,Bid,10,29.8,5,2
1,Kolkata,2100,Aircel,0,0,0,0  no,0,0,0,0
1,Kolkata,2100,Bharti,0,0,0,0  no,0,0,0,0
1,Kolkata,2100,Idea,0,0,0,0  no,0,0,0,0
1,Kolkata,2100,RCL,0,0,0,0  no,0,0,0,0
1,Kolkata,2100,Jio,0,0,0,0  no,0,0,0,0
1,Kolkata,2100,Tata Tele,0,0,0,0  no,0,0,0,0
1,Kolkata,2100,Vodafone,0,0,0,0  no,0,0,0,0
1,Kolkata,2300,Aircel,0,0,0,0  no,0,0,0,0
1,Kolkata,2300,Bharti,0,0,0,Bid,1,330,1,1
1,Kolkata,2300,Idea,0,0,0,0  no,0,0,0,0
1,Kolkata,2300,RCL,0,0,0,0  no,0,0,0,0
1,Kolkata,2300,Jio,0,0,0,Bid,1,330,1,2
1,Kolkata,2300,Tata Tele,0,0,0,0  no,0,0,0,0
1,Kolkata,2300,Vodafone,0,0,0,0  no,0,0,0,0
1,Kolkata,2500,Aircel,0,0,0,0  no,0,0,0,0
1,Kolkata,2500,Bharti,0,0,0,0  no,0,0,0,0
1,Kolkata,2500,Idea,0,0,0,0  no,0,0,0,0
1,Kolkata,2500,RCL,0,0,0,0  no,0,0,0,0
1,Kolkata,2500,Jio,0,0,0,0  no,0,0,0,0
1,Kolkata,2500,Tata Tele,0,0,0,0  no,0,0,0,0
1,Kolkata,2500,Vodafone,0,0,0,Bid,2,330,2,1
1,Madhya Pradesh,700,Aircel,0,0,0,0  no,0,0,0,0
1,Madhya Pradesh,700,Bharti,0,0,0,0  no,0,0,0,0
6,Assam,2100,Jio,0,0,0,0  no,0,0,0,0
6,Assam,2100,Tata Tele,0,0,0,0  no,0,0,0,0
6,Assam,2100,Vodafone,0,0,0,0  no,0,0,0,0
6,Assam,2300,Aircel,0,0,0,0  no,0,0,0,0
6,Assam,2300,Bharti,20,1,0,2  no,0,20,1,2
6,Assam,2300,Idea,0,0,0,0  no,0,0,0,0
6,Assam,2300,RCL,0,0,0,0  no,0,0,0,0
6,Assam,2300,Jio,20,1,0,1  no,0,20,1,1
6,Assam,2300,Tata Tele,0,0,0,0  no,0,0,0,0
6,Assam,2300,Vodafone,0,0,0,0  no,0,0,0,0
6,Assam,2500,Aircel,0,0,0,0  no,0,0,0,0
6,Assam,2500,Bharti,0,0,0,0  no,0,0,0,0
6,Assam,2500,Idea,0,0,0,0  no,0,0,0,0
6,Assam,2500,RCL,0,0,0,0  no,0,0,0,0
6,Assam,2500,Jio,0,0,0,0  no,0,0,0,0
6,Assam,2500,Tata Tele,0,0,0,0  no,0,0,0,0
6,Assam,2500,Vodafone,0,0,0,0  no,0,0,0,0
6,Bihar,700,Aircel,0,0,0,0  no,0,0,0,0
6,Bihar,700,Bharti,0,0,0,0  no,0,0,0,0
6,Bihar,700,Idea,0,0,0,0  no,0,0,0,0
6,Bihar,700,RCL,0,0,0,0  no,0,0,0,0
6,Bihar,700,Jio,0,0,0,0  no,0,0,0,0
6,Bihar,700,Tata Tele,0,0,0,0  no,0,0,0,0
6,Bihar,700,Vodafone,0,0,0,0  no,0,0,0,0
6,Bihar,800,Aircel,0,0,0,0  no,0,0,0,0
6,Bihar,800,Bharti,0,0,0,0  no,0,0,0,0
6,Bihar,800,Idea,0,0,0,0  no,0,0,0,0
6,Bihar,800,RCL,0,0,0,0  no,0,0,0,0
6,Bihar,800,Jio,0,0,0,0  no,0,0,0,0
6,Bihar,800,Tata Tele,0,0,0,0  no,0,0,0,0
6,Bihar,800,Vodafone,0,0,0,0  no,0,0,0,0
6,Bihar,900,Aircel,0,0,0,0  no,0,0,0,0
6,Bihar,900,Bharti,0,0,0,0  no,0,0,0,0
6,Bihar,900,Idea,0,0,0,0  no,0,0,0,0
6,Bihar,900,RCL,0,0,0,0  no,0,0,0,0
6,Bihar,900,Jio,0,0,0,0  no,0,0,0,0
6,Bihar,900,Tata Tele,0,0,0,0  no,0,0,0,0
6,Bihar,900,Vodafone,0,0,0,0  no,0,0,0,0
6,Bihar,1800,Aircel,12.4,9,0,3  no,0,12.4,9,3
6,Bihar,1800,Bharti,0,0,0,0  no,0,0,0,0
6,Bihar,1800,Idea,12.4,25,0,1  no,0,12.4,25,1
6,Bihar,1800,RCL,0,0,0,0  no,0,0,0,0
6,Bihar,1800,Jio,12.4,25,0,2  no,0,12.4,25,2
6,Bihar,1800,Tata Tele,0,0,0,0  no,0,0,0,0
6,Bihar,1800,Vodafone,0,0,0,0  no,0,0,0,0
6,Bihar,2100,Aircel,0,0,0,0  no,0,0,0,0
6,Bihar,2100,Bharti,430,1,0,2  no,0,430,1,2
6,Bihar,2100,Idea,430,1,0,1  no,0,430,1,1
6,Bihar,2100,RCL,0,0,0,0  no,0,0,0,0
6,Bihar,2100,Jio,0,0,0,0  no,0,0,0,0
6,Bihar,2100,Tata Tele,0,0,0,0  no,0,0,0,0
6,Bihar,2100,Vodafone,0,0,0,0  no,0,0,0,0
6,Bihar,2300,Aircel,0,0,0,0  no,0,0,0,0
6,Bihar,2300,Bharti,60.3,1,0,1  no,0,0,0,0
6,Bihar,2300,Idea,0,0,0,Bid,2,60.6,2,1
6,Bihar,2300,RCL,0,0,0,0  no,0,0,0,0
6,Bihar,2300,Jio,60.3,1,0,2  no,0,0,0,0
6,Bihar,2300,Tata Tele,0,0,0,0  no,0,0,0,0
6,Bihar,2300,Vodafone,0,0,0,0  no,0,0,0,0
6,Bihar,2500,Aircel,0,0,0,0  no,0,0,0,0
6,Bihar,2500,Bharti,0,0,0,0  no,0,0,0,0
6,Bihar,2500,Idea,0,0,0,0  no,0,0,0,0
6,Bihar,2500,RCL,0,0,0,0  no,0,0,0,0
6,Bihar,2500,Jio,0,0,0,0  no,0,0,0,0
6,Bihar,2500,Tata Tele,0,0,0,0  no,0,0,0,0
6,Bihar,2500,Vodafone,0,0,0,0  no,0,0,0,0
6,Delhi,700,Aircel,0,0,0,0  no,0,0,0,0
6,Delhi,700,Bharti,0,0,0,0  no,0,0,0,0
6,Delhi,700,Idea,0,0,0,0  no,0,0,0,0
6,Delhi,700,RCL,0,0,0,0  no,0,0,0,0
6,Delhi,700,Jio,0,0,0,0  no,0,0,0,0
6,Delhi,700,Tata Tele,0,0,0,0  no,0,0,0,0
6,Delhi,700,Vodafone,0,0,0,0  no,0,0,0,0
6,Delhi,800,Aircel,0,0,0,0  no,0,0,0,0
6,Delhi,800,Bharti,0,0,0,0  no,0,0,0,0
6,Delhi,800,Idea,0,0,0,0  no,0,0,0,0
6,Delhi,800,RCL,0,0,0,0  no,0,0,0,0
6,Delhi,800,Jio,0,0,0,0  no,0,0,0,0
6,Delhi,800,Tata Tele,0,0,0,0  no,0,0,0,0
6,Delhi,800,Vodafone,0,0,0,0  no,0,0,0,0
6,Delhi,1800,Aircel,0,0,0,0  no,0,0,0,0
6,Delhi,1800,Bharti,0,0,0,0  no,0,0,0,0
6,Delhi,1800,Idea,0,0,0,0  no,0,0,0,0
6,Delhi,1800,RCL,0,0,0,0  no,0,0,0,0
6,Delhi,1800,Jio,0,0,0,0  no,0,0,0,0
6,Delhi,1800,Tata Tele,0,0,0,0  no,0,0,0,0
6,Delhi,1800,Vodafone,79.8,10,0,1  no,0,79.8,10,1
6,Delhi,2100,Aircel,0,0,0,0  no,0,0,0,0
6,Delhi,2100,Bharti,2770,1,0,1  no,0,2770,1,1
6,Delhi,2100,Idea,0,0,0,0  no,0,0,0,0
6,Delhi,2100,RCL,0,0,0,0  no,0,0,0,0
6,Delhi,2100,Jio,0,0,0,0  no,0,0,0,0
6,Delhi,2100,Tata Tele,0,0,0,0  no,0,0,0,0
6,Delhi,2100,Vodafone,0,0,0,0  no,0,0,0,0
6,Delhi,2300,Aircel,0,0,0,0  no,0,0,0,0
6,Delhi,2300,Bharti,1430,1,0,1  no,0,1430,1,1
6,Delhi,2300,Idea,0,0,0,0  no,0,0,0,0
6,Delhi,2300,RCL,0,0,0,0  no,0,0,0,0
6,Delhi,2300,Jio,1430,1,0,2  no,0,1430,1,2
6,Delhi,2300,Tata Tele,0,0,0,0  no,0,0,0,0
6,Delhi,2300,Vodafone,0,0,0,0  no,0,0,0,0
6,Delhi,2500,Aircel,0,0,0,0  no,0,0,0,0
6,Delhi,2500,Bharti,0,0,0,0  no,0,0,0,0
6,Delhi,2500,Idea,0,0,0,0  no,0,0,0,0
6,Delhi,2500,RCL,0,0,0,0  no,0,0,0,0
6,Delhi,2500,Jio,0,0,0,0  no,0,0,0,0
6,Delhi,2500,Tata Tele,0,0,0,0  no,0,0,0,0
6,Delhi,2500,Vodafone,1430,2,0,1  no,0,1430,2,1
6,Gujarat,700,Aircel,0,0,0,0  no,0,0,0,0
6,Gujarat,700,Bharti,0,0,0,0  no,0,0,0,0
6,Gujarat,700,Idea,0,0,0,0  no,0,0,0,0
6,Gujarat,700,RCL,0,0,0,0  no,0,0,0,0
6,Gujarat,700,Jio,0,0,0,0  no,0,0,0,0
6,Gujarat,700,Tata Tele,0,0,0,0  no,0,0,0,0
6,Gujarat,700,Vodafone,0,0,0,0  no,0,0,0,0
6,Gujarat,800,Aircel,0,0,0,0  no,0,0,0,0
6,Gujarat,800,Bharti,0,0,0,0  no,0,0,0,0
6,Gujarat,800,Idea,0,0,0,Bid,5,366.93,0,0
6,Gujarat,800,RCL,0,0,0,0  no,0,0,0,0
6,Gujarat,800,Jio,366.93,4,0,1  no,0,366.93,4,1
6,Gujarat,800,Tata Tele,0,0,0,0  no,0,0,0,0
6,Gujarat,800,Vodafone,0,0,0,0  no,0,0,0,0
6,Gujarat,900,Aircel,0,0,0,0  no,0,0,0,0
6,Gujarat,900,Bharti,0,0,0,0  no,0,0,0,0
6,Gujarat,900,Idea,0,0,0,0  no,0,0,0,0
6,Gujarat,900,RCL,0,0,0,0  no,0,0,0,0
6,Gujarat,900,Jio,0,0,0,0  no,0,0,0,0
6,Gujarat,900,Tata Tele,0,0,0,0  no,0,0,0,0
6,Gujarat,900,Vodafone,0,0,0,0  no,0,0,0,0
6,Gujarat,1800,Aircel,0,0,0,0  no,0,0,0,0
6,Gujarat,1800,Bharti,0,0,0,0  no,0,0,0,0
6,Gujarat,1800,Idea,47.6,25,0,1  no,0,47.6,25,1
6,Gujarat,1800,RCL,0,0,0,0  no,0,0,0,0
6,Gujarat,1800,Jio,0,0,0,0  no,0,0,0,0
6,Gujarat,1800,Tata Tele,0,0,0,0  no,0,0,0,0
6,Gujarat,1800,Vodafone,47.6,15,0,2  no,0,47.6,15,2
6,Gujarat,2100,Aircel,0,0,0,0  no,0,0,0,0
6,Gujarat,2100,Bharti,0,0,0,0  no,0,0,0,0
6,Gujarat,2100,Idea,0,0,0,0  no,0,0,0,0
6,Gujarat,2100,RCL,0,0,0,0  no,0,0,0,0
6,Gujarat,2100,Jio,0,0,0,0  no,0,0,0,0
6,Gujarat,2100,Tata Tele,0,0,0,0  no,0,0,0,0
6,Gujarat,2100,Vodafone,0,0,0,0  no,0,0,0,0
6,Gujarat,2300,Aircel,0,0,0,0  no,0,0,0,0
6,Gujarat,2300,Bharti,437.62,1,0,2  no,0,0,0,0
6,Gujarat,2300,Idea,437.62,0,0,Bid,1,459.5,0,0
6,Gujarat,2300,RCL,0,0,0,Bid,2,459.5,2,1
6,Gujarat,2300,Jio,437.62,1,0,1  no,0,0,0,0
6,Gujarat,2300,Tata Tele,0,0,0,0  no,0,0,0,0
6,Gujarat,2300,Vodafone,0,0,0,0  no,0,0,0,0
6,Gujarat,2500,Aircel,0,0,0,0  no,0,0,0,0
6,Gujarat,2500,Bharti,0,0,0,0  no,0,0,0,0
6,Gujarat,2500,Idea,0,0,0,0  no,0,0,0,0
6,Gujarat,2500,RCL,0,0,0,0  no,0,0,0,0
6,Gujarat,2500,Jio,0,0,0,0  no,0,0,0,0
6,Gujarat,2500,Tata Tele,0,0,0,0  no,0,0,0,0
6,Gujarat,2500,Vodafone,390,2,0,1  no,0,390,2,1
6,Haryana,700,Aircel,0,0,0,0  no,0,0,0,0
6,Haryana,700,Bharti,0,0,0,0  no,0,0,0,0
6,Haryana,700,Idea,0,0,0,0  no,0,0,0,0
6,Haryana,700,RCL,0,0,0,0  no,0,0,0,0
6,Haryana,700,Jio,0,0,0,0  no,0,0,0,0
6,Haryana,700,Tata Tele,0,0,0,0  no,0,0,0,0
6,Haryana,700,Vodafone,0,0,0,0  no,0,0,0,0
6,Haryana,800,Aircel,0,0,0,0  no,0,0,0,0
6,Haryana,800,Bharti,0,0,0,0  no,0,0,0,0
6,Haryana,800,Idea,0,0,0,0  no,0,0,0,0
6,Haryana,800,RCL,0,0,0,0  no,0,0,0,0
6,Haryana,800,Jio,0,0,0,0  no,0,0,0,0
6,Haryana,800,Tata Tele,0,0,0,0  no,0,0,0,0
6,Haryana,800,Vodafone,0,0,0,0  no,0,0,0,0
6,Haryana,1800,Aircel,0,0,0,0  no,0,0,0,0
6,Haryana,1800,Bharti,0,0,0,Bid,8,9.86,8,2
6,Haryana,1800,Idea,9.72,12,0,Bid,25,9.86,25,1
6,Haryana,1800,RCL,0,0,0,0  no,0,0,0,0
6,Haryana,1800,Jio,0,0,0,Bid,5,9.86,4,3
6,Haryana,1800,Tata Tele,0,0,0,0  no,0,0,0,0
6,Haryana,1800,Vodafone,9.72,25,0,1  no,0,0,0,0
6,Haryana,2100,Aircel,0,0,0,0  no,0,0,0,0
6,Haryana,2100,Bharti,0,0,0,0  no,0,0,0,0
6,Haryana,2100,Idea,0,0,0,0  no,0,0,0,0
6,Haryana,2100,RCL,0,0,0,0  no,0,0,0,0
6,Haryana,2100,Jio,0,0,0,0  no,0,0,0,0
6,Haryana,2100,Tata Tele,0,0,0,0  no,0,0,0,0
6,Haryana,2100,Vodafone,0,0,0,0  no,0,0,0,0
6,Haryana,2500,Aircel,0,0,0,0  no,0,0,0,0
6,Haryana,2500,Bharti,0,0,0,0  no,0,0,0,0
6,Haryana,2500,Idea,0,0,0,0  no,0,0,0,0
6,Haryana,2500,RCL,0,0,0,0  no,0,0,0,0
6,Haryana,2500,Jio,0,0,0,0  no,0,0,0,0
6,Haryana,2500,Tata Tele,0,0,0,0  no,0,0,0,0
6,Haryana,2500,Vodafone,0,0,0,0  no,0,0,0,0
6,Himachal Pradesh,700,Aircel,0,0,0,0  no,0,0,0,0
6,Himachal Pradesh,700,Bharti,0,0,0,0  no,0,0,0,0
6,Himachal Pradesh,700,Idea,0,0,0,0  no,0,0,0,0
6,Himachal Pradesh,700,RCL,0,0,0,0  no,0,0,0,0
6,Himachal Pradesh,700,Jio,0,0,0,0  no,0,0,0,0
6,Himachal Pradesh,700,Tata Tele,0,0,0,0  no,0,0,0,0
6,Himachal Pradesh,700,Vodafone,0,0,0,0  no,0,0,0,0
