Clock_Round,Service_Area,Band,Bidder,bid_decision,No. of Block(s) Selected,prov_win_bid,Provisionally Allocated Block(s) at end of Clock Round,prov_rank
1,Gujarat,3300,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Gujarat,3300,"Vodafone IdeaLimited",No,0,0,0,0
1,Haryana,26,Bharti Airtel Limited,No,0,0,0,0
1,Haryana,26,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Haryana,26,"Vodafone IdeaLimited",No,0,0,0,0
1,Haryana,800,Bharti Airtel Limited,No,0,0,0,0
1,Haryana,800,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Haryana,800,"Vodafone IdeaLimited",No,0,0,0,0
1,Haryana,900,Bharti Airtel Limited,No,0,0,0,0
1,Haryana,900,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Haryana,900,"Vodafone IdeaLimited",No,0,0,0,0
1,Haryana,1800,Bharti Airtel Limited,Bid,25,8.2,25,1
1,Haryana,1800,"Reliance JioInfocomm Limited",No,0,8.2,0,0
1,Haryana,1800,"Vodafone IdeaLimited",No,0,8.2,0,0
1,Haryana,3300,Bharti Airtel Limited,No,0,0,0,0
1,Haryana,3300,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Haryana,3300,"Vodafone IdeaLimited",No,0,0,0,0
1,Himachal Pradesh,26,Bharti Airtel Limited,No,0,0,0,0
1,Himachal Pradesh,26,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Himachal Pradesh,26,"Vodafone IdeaLimited",No,0,0,0,0
1,Himachal Pradesh,800,Bharti Airtel Limited,No,0,0,0,0
1,Himachal Pradesh,800,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Himachal Pradesh,800,"Vodafone IdeaLimited",No,0,0,0,0
1,Himachal Pradesh,900,Bharti Airtel Limited,No,0,0,0,0
1,Himachal Pradesh,900,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Himachal Pradesh,900,"Vodafone IdeaLimited",No,0,0,0,0
1,Himachal Pradesh,1800,Bharti Airtel Limited,No,0,0,0,0
1,Himachal Pradesh,1800,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Himachal Pradesh,1800,"Vodafone IdeaLimited",No,0,0,0,0
1,Himachal Pradesh,2100,Bharti Airtel Limited,No,0,0,0,0
1,Himachal Pradesh,2100,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Himachal Pradesh,2100,"Vodafone IdeaLimited",No,0,0,0,0
1,Himachal Pradesh,2500,Bharti Airtel Limited,No,0,0,0,0
1,Himachal Pradesh,2500,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Himachal Pradesh,2500,"Vodafone IdeaLimited",No,0,0,0,0
1,Himachal Pradesh,3300,Bharti Airtel Limited,No,0,0,0,0
1,Himachal Pradesh,3300,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Himachal Pradesh,3300,"Vodafone IdeaLimited",No,0,0,0,0
1,Jammu & Kashmir,26,Bharti Airtel Limited,No,0,0,0,0
1,Jammu & Kashmir,26,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Jammu & Kashmir,26,"Vodafone IdeaLimited",No,0,0,0,0
1,Jammu & Kashmir,800,Bharti Airtel Limited,No,0,0,0,0
1,Jammu & Kashmir,800,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Jammu & Kashmir,800,"Vodafone IdeaLimited",No,0,0,0,0
1,Jammu & Kashmir,900,Bharti Airtel Limited,Bid,50,3.6,50,1
1,Jammu & Kashmir,900,"Reliance JioInfocomm Limited",No,0,3.6,0,0
1,Jammu & Kashmir,900,"Vodafone IdeaLimited",No,0,3.6,0,0
1,Jammu & Kashmir,1800,Bharti Airtel Limited,No,0,0,0,0
1,Jammu & Kashmir,1800,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Jammu & Kashmir,1800,"Vodafone IdeaLimited",No,0,0,0,0
1,Jammu & Kashmir,2100,Bharti Airtel Limited,Bid,1,40,1,1
1,Jammu & Kashmir,2100,"Reliance JioInfocomm Limited",No,0,40,0,0
1,Jammu & Kashmir,2100,"Vodafone IdeaLimited",No,0,40,0,0
1,Jammu & Kashmir,2500,Bharti Airtel Limited,No,0,0,0,0
1,Jammu & Kashmir,2500,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Jammu & Kashmir,2500,"Vodafone IdeaLimited",No,0,0,0,0
1,Jammu & Kashmir,3300,Bharti Airtel Limited,No,0,0,0,0
1,Jammu & Kashmir,3300,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Jammu & Kashmir,3300,"Vodafone IdeaLimited",No,0,0,0,0
1,Karnataka,26,Bharti Airtel Limited,No,0,0,0,0
1,Karnataka,26,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Karnataka,26,"Vodafone IdeaLimited",No,0,0,0,0
1,Karnataka,800,Bharti Airtel Limited,No,0,0,0,0
1,Karnataka,800,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Karnataka,800,"Vodafone IdeaLimited",No,0,0,0,0
1,Karnataka,900,Bharti Airtel Limited,No,0,0,0,0
1,Karnataka,900,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Karnataka,900,"Vodafone IdeaLimited",No,0,0,0,0
1,Karnataka,1800,Bharti Airtel Limited,No,0,0,0,0
1,Karnataka,1800,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Karnataka,1800,"Vodafone IdeaLimited",No,0,0,0,0
1,Karnataka,2100,Bharti Airtel Limited,No,0,0,0,0
1,Karnataka,2100,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Karnataka,2100,"Vodafone IdeaLimited",No,0,0,0,0
1,Karnataka,2300,Bharti Airtel Limited,No,0,0,0,0
1,Karnataka,2300,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Karnataka,2300,"Vodafone IdeaLimited",No,0,0,0,0
1,Karnataka,2500,Bharti Airtel Limited,No,0,0,0,0
1,Karnataka,2500,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Karnataka,2500,"Vodafone IdeaLimited",No,0,0,0,0
1,Karnataka,3300,Bharti Airtel Limited,No,0,0,0,0
1,Karnataka,3300,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Karnataka,3300,"Vodafone IdeaLimited",No,0,0,0,0
1,Kerala,800,Bharti Airtel Limited,No,0,0,0,0
1,Kerala,800,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Kerala,800,"Vodafone IdeaLimited",No,0,0,0,0
1,Kerala,900,Bharti Airtel Limited,No,0,0,0,0
1,Kerala,900,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Kerala,900,"Vodafone IdeaLimited",No,0,0,0,0
1,Kerala,1800,Bharti Airtel Limited,No,0,0,0,0
1,Kerala,1800,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Kerala,1800,"Vodafone IdeaLimited",No,0,0,0,0
1,Kerala,3300,Bharti Airtel Limited,No,0,0,0,0
1,Kerala,3300,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Kerala,3300,"Vodafone IdeaLimited",No,0,0,0,0
1,Kolkata,26,Bharti Airtel Limited,No,0,0,0,0
1,Kolkata,26,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Kolkata,26,"Vodafone IdeaLimited",No,0,0,0,0
1,Kolkata,800,Bharti Airtel Limited,No,0,0,0,0
1,Kolkata,800,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Kolkata,800,"Vodafone IdeaLimited",No,0,0,0,0
1,Kolkata,900,Bharti Airtel Limited,No,0,0,0,0
1,Kolkata,900,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Kolkata,900,"Vodafone IdeaLimited",No,0,0,0,0
1,Kolkata,1800,Bharti Airtel Limited,Bid,25,21.8,25,1
1,Kolkata,1800,"Reliance JioInfocomm Limited",No,0,21.8,0,0
1,Kolkata,1800,"Vodafone IdeaLimited",No,0,21.8,0,0
1,Kolkata,2100,Bharti Airtel Limited,No,0,0,0,0
1,Kolkata,2100,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Kolkata,2100,"Vodafone IdeaLimited",No,0,0,0,0
1,Kolkata,2300,Bharti Airtel Limited,No,0,0,0,0
1,Kolkata,2300,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Kolkata,2300,"Vodafone IdeaLimited",No,0,0,0,0
1,Kolkata,3300,Bharti Airtel Limited,No,0,0,0,0
1,Kolkata,3300,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Kolkata,3300,"Vodafone IdeaLimited",No,0,0,0,0
1,Madhya Pradesh,26,Bharti Airtel Limited,No,0,0,0,0
1,Madhya Pradesh,26,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Madhya Pradesh,26,"Vodafone IdeaLimited",No,0,0,0,0
1,Madhya Pradesh,800,Bharti Airtel Limited,No,0,0,0,0
1,Madhya Pradesh,800,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Madhya Pradesh,800,"Vodafone IdeaLimited",No,0,0,0,0
1,Madhya Pradesh,900,Bharti Airtel Limited,No,0,0,0,0
1,Madhya Pradesh,900,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Madhya Pradesh,900,"Vodafone IdeaLimited",No,0,0,0,0
1,Madhya Pradesh,1800,Bharti Airtel Limited,No,0,19.8,0,0
1,Madhya Pradesh,1800,"Reliance JioInfocomm Limited",No,0,19.8,0,0
1,Madhya Pradesh,1800,"Vodafone IdeaLimited",Bid,6,19.8,6,1
1,Madhya Pradesh,2100,Bharti Airtel Limited,No,0,0,0,0
1,Madhya Pradesh,2100,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Madhya Pradesh,2100,"Vodafone IdeaLimited",No,0,0,0,0
1,Madhya Pradesh,3300,Bharti Airtel Limited,No,0,0,0,0
1,Madhya Pradesh,3300,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Madhya Pradesh,3300,"Vodafone IdeaLimited",No,0,0,0,0
1,Maharashtra,26,Bharti Airtel Limited,No,0,0,0,0
1,Maharashtra,26,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Maharashtra,26,"Vodafone IdeaLimited",No,0,0,0,0
1,Maharashtra,800,Bharti Airtel Limited,No,0,0,0,0
1,Maharashtra,800,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Maharashtra,800,"Vodafone IdeaLimited",No,0,0,0,0
1,Maharashtra,900,Bharti Airtel Limited,No,0,0,0,0
1,Maharashtra,900,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Maharashtra,900,"Vodafone IdeaLimited",No,0,0,0,0
1,Maharashtra,1800,Bharti Airtel Limited,No,0,0,0,0
1,Maharashtra,1800,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Maharashtra,1800,"Vodafone IdeaLimited",No,0,0,0,0
1,Maharashtra,2100,Bharti Airtel Limited,No,0,0,0,0
1,Maharashtra,2100,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Maharashtra,2100,"Vodafone IdeaLimited",No,0,0,0,0
1,Maharashtra,3300,Bharti Airtel Limited,No,0,0,0,0
1,Maharashtra,3300,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Maharashtra,3300,"Vodafone IdeaLimited",No,0,0,0,0
1,Mumbai,26,Bharti Airtel Limited,No,0,0,0,0
1,Mumbai,26,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Mumbai,26,"Vodafone IdeaLimited",No,0,0,0,0
1,Mumbai,800,Bharti Airtel Limited,No,0,0,0,0
1,Mumbai,800,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Mumbai,800,"Vodafone IdeaLimited",No,0,0,0,0
1,Mumbai,900,Bharti Airtel Limited,No,0,0,0,0
1,Mumbai,900,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Mumbai,900,"Vodafone IdeaLimited",No,0,0,0,0
1,Mumbai,1800,Bharti Airtel Limited,No,0,0,0,0
1,Mumbai,1800,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Mumbai,1800,"Vodafone IdeaLimited",No,0,0,0,0
1,Mumbai,2100,Bharti Airtel Limited,No,0,0,0,0
1,Mumbai,2100,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Mumbai,2100,"Vodafone IdeaLimited",No,0,0,0,0
1,Mumbai,2300,Bharti Airtel Limited,No,0,0,0,0
1,Mumbai,2300,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Mumbai,2300,"Vodafone IdeaLimited",No,0,0,0,0
1,Mumbai,3300,Bharti Airtel Limited,No,0,0,0,0
1,Mumbai,3300,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Mumbai,3300,"Vodafone IdeaLimited",No,0,0,0,0
1,North East,26,Bharti Airtel Limited,No,0,0,0,0
1,North East,26,"Reliance JioInfocomm Limited",No,0,0,0,0
1,North East,26,"Vodafone IdeaLimited",No,0,0,0,0
1,North East,900,Bharti Airtel Limited,Bid,5,3.2,5,1
1,North East,900,"Reliance JioInfocomm Limited",No,0,3.2,0,0
1,North East,900,"Vodafone IdeaLimited",No,0,3.2,0,0
1,North East,1800,Bharti Airtel Limited,No,0,0,0,0
1,North East,1800,"Reliance JioInfocomm Limited",No,0,0,0,0
1,North East,1800,"Vodafone IdeaLimited",No,0,0,0,0
1,North East,2100,Bharti Airtel Limited,Bid,1,25,1,1
1,North East,2100,"Reliance JioInfocomm Limited",No,0,25,0,0
1,North East,2100,"Vodafone IdeaLimited",No,0,25,0,0
1,North East,3300,Bharti Airtel Limited,No,0,0,0,0
1,North East,3300,"Reliance JioInfocomm Limited",No,0,0,0,0
1,North East,3300,"Vodafone IdeaLimited",No,0,0,0,0
1,Odisha,26,Bharti Airtel Limited,No,0,0,0,0
1,Odisha,26,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Odisha,26,"Vodafone IdeaLimited",No,0,0,0,0
1,Odisha,800,Bharti Airtel Limited,No,0,0,0,0
1,Odisha,800,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Odisha,800,"Vodafone IdeaLimited",No,0,0,0,0
1,Odisha,900,Bharti Airtel Limited,Bid,25,12.8,25,1
1,Odisha,900,"Reliance JioInfocomm Limited",No,0,12.8,0,0
1,Odisha,900,"Vodafone IdeaLimited",No,0,12.8,0,0
1,Odisha,1800,Bharti Airtel Limited,Bid,5,7.8,5,1
1,Odisha,1800,"Reliance JioInfocomm Limited",No,0,7.8,0,0
1,Odisha,1800,"Vodafone IdeaLimited",No,0,7.8,0,0
1,Odisha,2100,Bharti Airtel Limited,No,0,0,0,0
1,Odisha,2100,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Odisha,2100,"Vodafone IdeaLimited",No,0,0,0,0
1,Odisha,3300,Bharti Airtel Limited,No,0,0,0,0
1,Odisha,3300,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Odisha,3300,"Vodafone IdeaLimited",No,0,0,0,0
1,Punjab,26,Bharti Airtel Limited,No,0,0,0,0
1,Punjab,26,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Punjab,26,"Vodafone IdeaLimited",No,0,0,0,0
1,Punjab,800,Bharti Airtel Limited,No,0,0,0,0
1,Punjab,800,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Punjab,800,"Vodafone IdeaLimited",No,0,0,0,0
1,Punjab,900,Bharti Airtel Limited,No,0,20.8,0,0
1,Punjab,900,"Reliance JioInfocomm Limited",No,0,20.8,0,0
1,Punjab,900,"Vodafone IdeaLimited",Bid,6,20.8,6,1
1,Punjab,1800,Bharti Airtel Limited,Bid,25,12.2,25,1
1,Punjab,1800,"Reliance JioInfocomm Limited",No,0,12.2,0,0
1,Punjab,1800,"Vodafone IdeaLimited",No,0,12.2,0,0
1,Punjab,2100,Bharti Airtel Limited,No,0,0,0,0
1,Punjab,2100,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Punjab,2100,"Vodafone IdeaLimited",No,0,0,0,0
1,Punjab,3300,Bharti Airtel Limited,No,0,0,0,0
1,Punjab,3300,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Punjab,3300,"Vodafone IdeaLimited",No,0,0,0,0
1,Rajasthan,26,Bharti Airtel Limited,No,0,0,0,0
1,Rajasthan,26,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Rajasthan,26,"Vodafone IdeaLimited",No,0,0,0,0
1,Rajasthan,800,Bharti Airtel Limited,No,0,0,0,0
1,Rajasthan,800,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Rajasthan,800,"Vodafone IdeaLimited",No,0,0,0,0
1,Rajasthan,900,Bharti Airtel Limited,Bid,20,27,20,1
1,Rajasthan,900,"Reliance JioInfocomm Limited",No,0,27,0,0
1,Rajasthan,900,"Vodafone IdeaLimited",Bid,5,27,2,2
1,Rajasthan,1800,Bharti Airtel Limited,Bid,25,16.8,25,1
1,Rajasthan,1800,"Reliance JioInfocomm Limited",No,0,16.8,0,0
1,Rajasthan,1800,"Vodafone IdeaLimited",No,0,16.8,0,0
1,Rajasthan,3300,Bharti Airtel Limited,No,0,0,0,0
1,Rajasthan,3300,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Rajasthan,3300,"Vodafone IdeaLimited",No,0,0,0,0
1,Tamil Nadu,26,Bharti Airtel Limited,No,0,0,0,0
1,Tamil Nadu,26,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Tamil Nadu,26,"Vodafone IdeaLimited",No,0,0,0,0
1,Tamil Nadu,800,Bharti Airtel Limited,No,0,0,0,0
1,Tamil Nadu,800,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Tamil Nadu,800,"Vodafone IdeaLimited",No,0,0,0,0
1,Tamil Nadu,900,Bharti Airtel Limited,No,0,44.4,0,0
1,Tamil Nadu,900,"Reliance JioInfocomm Limited",No,0,44.4,0,0
1,Tamil Nadu,900,"Vodafone IdeaLimited",Bid,12,44.4,12,1
1,Tamil Nadu,1800,Bharti Airtel Limited,No,0,0,0,0
1,Tamil Nadu,1800,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Tamil Nadu,1800,"Vodafone IdeaLimited",No,0,0,0,0
1,Tamil Nadu,2300,Bharti Airtel Limited,No,0,0,0,0
1,Tamil Nadu,2300,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Tamil Nadu,2300,"Vodafone IdeaLimited",No,0,0,0,0
1,Tamil Nadu,2500,Bharti Airtel Limited,No,0,0,0,0
1,Tamil Nadu,2500,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Tamil Nadu,2500,"Vodafone IdeaLimited",No,0,0,0,0
1,Tamil Nadu,3300,Bharti Airtel Limited,No,0,0,0,0
1,Tamil Nadu,3300,"Reliance JioInfocomm Limited",No,0,0,0,0
1,Tamil Nadu,3300,"Vodafone IdeaLimited",No,0,0,0,0
1,"Uttar Pradesh(East)",26,Bharti Airtel Limited,No,0,0,0,0
1,"Uttar Pradesh(East)",26,"Reliance JioInfocomm Limited",No,0,0,0,0
1,"Uttar Pradesh(East)",26,"Vodafone IdeaLimited",No,0,0,0,0
1,"Uttar Pradesh(East)",800,Bharti Airtel Limited,No,0,0,0,0
1,"Uttar Pradesh(East)",800,"Reliance JioInfocomm Limited",No,0,0,0,0
1,"Uttar Pradesh(East)",800,"Vodafone IdeaLimited",No,0,0,0,0
1,"Uttar Pradesh(East)",900,Bharti Airtel Limited,Bid,31,37.2,31,1
1,"Uttar Pradesh(East)",900,"Reliance JioInfocomm Limited",No,0,37.2,0,0
1,"Uttar Pradesh(East)",900,"Vodafone IdeaLimited",Bid,6,37.2,0,0
1,"Uttar Pradesh(East)",1800,Bharti Airtel Limited,No,0,0,0,0
1,"Uttar Pradesh(East)",1800,"Reliance JioInfocomm Limited",No,0,0,0,0
1,"Uttar Pradesh(East)",1800,"Vodafone IdeaLimited",No,0,0,0,0
1,"Uttar Pradesh(East)",3300,Bharti Airtel Limited,No,0,0,0,0
1,"Uttar Pradesh(East)",3300,"Reliance JioInfocomm Limited",No,0,0,0,0
1,"Uttar Pradesh(East)",3300,"Vodafone IdeaLimited",No,0,0,0,0
1,"Uttar Pradesh(West)",26,Bharti Airtel Limited,No,0,0,0,0
1,"Uttar Pradesh(West)",26,"Reliance JioInfocomm Limited",No,0,0,0,0
1,"Uttar Pradesh(West)",26,"Vodafone IdeaLimited",No,0,0,0,0
1,"Uttar Pradesh(West)",900,Bharti Airtel Limited,No,0,30.4,0,0
1,"Uttar Pradesh(West)",900,"Reliance JioInfocomm Limited",No,0,30.4,0,0
1,"Uttar Pradesh(West)",900,"Vodafone IdeaLimited",Bid,25,30.4,25,1
1,"Uttar Pradesh(West)",1800,Bharti Airtel Limited,No,0,0,0,0
1,"Uttar Pradesh(West)",1800,"Reliance JioInfocomm Limited",No,0,0,0,0
1,"Uttar Pradesh(West)",1800,"Vodafone IdeaLimited",No,0,0,0,0
1,"Uttar Pradesh(West)",2100,Bharti Airtel Limited,Bid,1,360,1,1
1,"Uttar Pradesh(West)",2100,"Reliance JioInfocomm Limited",No,0,360,0,0
1,"Uttar Pradesh(West)",2100,"Vodafone IdeaLimited",No,0,360,0,0
1,"Uttar Pradesh(West)",3300,Bharti Airtel Limited,No,0,0,0,0
1,"Uttar Pradesh(West)",3300,"Reliance JioInfocomm Limited",No,0,0,0,0
1,"Uttar Pradesh(West)",3300,"Vodafone IdeaLimited",No,0,0,0,0
