Clock_Round,Service_Area,Band,Bidder,bid_decision,No. of Block(s) Selected,prov_win_bid,Provisionally Allocated Block(s) at end of Clock Round,prov_rank
28,Assam,1800,Jio,Bid,29,2.51,29,1
28,Assam,1800,Tata Tele,Not Bid,0,-,-,-
28,Assam,1800,Telewings,Bid,30,2.51,25,3
28,Assam,1800,Vodafone,Not Bid,0,-,-,-
28,Bihar,1800,Aircel,Not Bid,0,-,-,-
28,Bihar,1800,Bharti,Bid,5,8.54,5,1
28,Bihar,1800,Idea,Not Bid,0,-,-,-
28,Bihar,1800,RCL,Not Bid,0,-,-,-
28,Bihar,1800,Jio,Not Bid,0,-,-,-
28,Bihar,1800,Tata Tele,Not Bid,0,-,-,-
28,Bihar,1800,Telewings,Not Bid,0,8.46,7,2
28,Bihar,1800,Vodafone,Not Bid,0,-,-,-
28,Delhi,1800,Aircel,Not Bid,0,-,-,-
28,Delhi,1800,Bharti,Bid,25,46.47,25,2
28,Delhi,1800,Idea,Bid,26,46.47,26,3
28,Delhi,1800,RCL,Not Bid,0,-,-,-
28,Delhi,1800,Jio,Bid,27,46.47,27,1
28,Delhi,1800,Tata Tele,Not Bid,0,-,-,-
28,Delhi,1800,Telewings,Not Bid,0,-,-,-
28,Delhi,1800,Vodafone,Not Bid,0,46.01,27,4
28,Gujarat,1800,Aircel,Not Bid,0,-,-,-
28,Gujarat,1800,Bharti,Not Bid,0,29.45,-,-
28,Gujarat,1800,Idea,Not Bid,0,41.06,12,2
28,Gujarat,1800,RCL,Not Bid,0,-,-,-
28,Gujarat,1800,Jio,Not Bid,0,41.06,30,1
28,Gujarat,1800,Tata Tele,Not Bid,0,-,-,-
28,Gujarat,1800,Telewings,Not Bid,0,41.06,8,4
28,Gujarat,1800,Vodafone,Not Bid,0,41.06,10,3
28,Haryana,1800,Aircel,Not Bid,0,-,-,-
28,Haryana,1800,Bharti,Not Bid,0,-,-,-
28,Haryana,1800,Idea,Not Bid,0,5.4,25,1
28,Haryana,1800,RCL,Not Bid,0,-,-,-
28,Haryana,1800,Jio,Not Bid,0,-,-,-
28,Haryana,1800,Tata Tele,Not Bid,0,-,-,-
28,Haryana,1800,Telewings,Not Bid,0,-,-,-
28,Haryana,1800,Vodafone,Not Bid,0,-,-,-
28,Himachal Pradesh,1800,Aircel,Not Bid,0,-,-,-
28,Himachal Pradesh,1800,Bharti,Not Bid,0,1.2,51,1
28,Himachal Pradesh,1800,Idea,Not Bid,0,-,-,-
28,Himachal Pradesh,1800,RCL,Not Bid,0,-,-,-
28,Himachal Pradesh,1800,Jio,Not Bid,0,-,-,-
28,Himachal Pradesh,1800,Tata Tele,Not Bid,0,-,-,-
28,Himachal Pradesh,1800,Telewings,Not Bid,0,-,-,-
28,Himachal Pradesh,1800,Vodafone,Not Bid,0,-,-,-
28,Jammu & Kashmir,1800,Aircel,Not Bid,0,1.18,9,1
28,Jammu & Kashmir,1800,Bharti,Bid,20,1.18,13,2
28,Jammu & Kashmir,1800,Idea,Not Bid,0,-,-,-
28,Jammu & Kashmir,1800,RCL,Not Bid,0,-,-,-
28,Jammu & Kashmir,1800,Jio,Not Bid,0,-,-,-
28,Jammu & Kashmir,1800,Tata Tele,Not Bid,0,-,-,-
28,Jammu & Kashmir,1800,Telewings,Not Bid,0,-,-,-
28,Jammu & Kashmir,1800,Vodafone,Not Bid,0,-,-,-
28,Karnataka,1800,Aircel,Not Bid,0,-,-,-
28,Karnataka,1800,Bharti,Not Bid,0,31,44,1
28,Karnataka,1800,Idea,Not Bid,0,31,25,3
28,Karnataka,1800,RCL,Not Bid,0,-,-,-
28,Karnataka,1800,Jio,Not Bid,0,31,25,4
28,Karnataka,1800,Tata Tele,Not Bid,0,-,-,-
28,Karnataka,1800,Telewings,Not Bid,0,-,-,-
28,Karnataka,1800,Vodafone,Not Bid,0,31,25,2
28,Kerala,1800,Aircel,Not Bid,0,-,-,-
28,Kerala,1800,Bharti,Not Bid,0,10.4,25,3
28,Kerala,1800,Idea,Not Bid,0,10.4,28,2
28,Kerala,1800,RCL,Not Bid,0,-,-,-
28,Kerala,1800,Jio,Not Bid,0,10.4,25,4
28,Kerala,1800,Tata Tele,Not Bid,0,-,-,-
28,Kerala,1800,Telewings,Not Bid,0,-,-,-
28,Kerala,1800,Vodafone,Not Bid,0,10.4,28,1
28,Kolkata,1800,Aircel,Not Bid,0,-,-,-
28,Kolkata,1800,Bharti,Not Bid,0,14.6,25,2
28,Kolkata,1800,Idea,Not Bid,0,-,-,-
28,Kolkata,1800,RCL,Not Bid,0,-,-,-
28,Kolkata,1800,Jio,Not Bid,0,14.6,25,3
28,Kolkata,1800,Tata Tele,Not Bid,0,-,-,-
28,Kolkata,1800,Telewings,Not Bid,0,-,-,-
28,Kolkata,1800,Vodafone,Not Bid,0,14.6,40,1
28,Madhya Pradesh,1800,Aircel,Not Bid,0,-,-,-
28,Madhya Pradesh,1800,Bharti,Bid,32,8.92,32,2
28,Madhya Pradesh,1800,Idea,Not Bid,0,8.92,33,1
28,Madhya Pradesh,1800,RCL,Not Bid,0,-,-,-
28,Madhya Pradesh,1800,Jio,Not Bid,0,8.92,31,3
28,Madhya Pradesh,1800,Tata Tele,Not Bid,0,-,-,-
28,Madhya Pradesh,1800,Telewings,Not Bid,0,-,-,-
28,Madhya Pradesh,1800,Vodafone,Not Bid,0,-,-,-
28,Maharashtra,1800,Aircel,Not Bid,0,-,-,-
28,Maharashtra,1800,Bharti,Not Bid,0,34.6,-,-
28,Maharashtra,1800,Idea,Not Bid,0,48.64,32,2
28,Maharashtra,1800,RCL,Not Bid,0,-,-,-
28,Maharashtra,1800,Jio,Not Bid,0,48.64,35,1
28,Maharashtra,1800,Tata Tele,Not Bid,0,-,-,-
28,Maharashtra,1800,Telewings,Not Bid,0,45.46,-,-
28,Maharashtra,1800,Vodafone,Not Bid,0,48.64,3,3
28,Mumbai,1800,Aircel,Not Bid,0,-,-,-
28,Mumbai,1800,Bharti,Not Bid,0,41.4,4,4
28,Mumbai,1800,Idea,Not Bid,0,41.4,29,3
28,Mumbai,1800,RCL,Not Bid,0,41.4,3,5
28,Mumbai,1800,Jio,Not Bid,0,41.4,30,2
28,Mumbai,1800,Tata Tele,Not Bid,0,-,-,-
28,Mumbai,1800,Telewings,Not Bid,0,-,-,-
28,Mumbai,1800,Vodafone,Not Bid,0,41.4,50,1
28,North East,1800,Aircel,Not Bid,0,1.4,9,3
28,North East,1800,Bharti,Not Bid,0,1.4,35,1
28,North East,1800,Idea,Not Bid,0,1.4,5,4
28,North East,1800,RCL,Not Bid,0,-,-,-
28,North East,1800,Jio,Not Bid,0,1.4,32,2
28,North East,1800,Tata Tele,Not Bid,0,-,-,-
28,North East,1800,Telewings,Not Bid,0,-,-,-
28,North East,1800,Vodafone,Not Bid,0,-,-,-
28,Orissa,1800,Aircel,Not Bid,0,-,-,-
28,Orissa,1800,Bharti,Not Bid,0,3.2,25,1
28,Orissa,1800,Idea,Not Bid,0,-,-,-
28,Orissa,1800,RCL,Not Bid,0,-,-,-
28,Orissa,1800,Jio,Not Bid,0,3.2,25,2
28,Orissa,1800,Tata Tele,Not Bid,0,-,-,-
28,Orissa,1800,Telewings,Not Bid,0,-,-,-
28,Orissa,1800,Vodafone,Not Bid,0,-,-,-
28,Punjab,1800,Aircel,Not Bid,0,-,-,-
28,Punjab,1800,Bharti,Not Bid,0,10.8,39,2
28,Punjab,1800,Idea,Not Bid,0,10.8,40,1
28,Punjab,1800,RCL,Not Bid,0,-,-,-
28,Punjab,1800,Jio,Not Bid,0,-,-,-
28,Punjab,1800,Tata Tele,Not Bid,0,-,-,-
28,Punjab,1800,Telewings,Not Bid,0,-,-,-
28,Punjab,1800,Vodafone,Not Bid,0,10.8,3,3
28,Rajasthan,1800,Aircel,Not Bid,0,5.2,8,2
28,Rajasthan,1800,Bharti,Not Bid,0,5.2,41,1
28,Rajasthan,1800,Idea,Not Bid,0,-,-,-
28,Rajasthan,1800,RCL,Not Bid,0,-,-,-
28,Rajasthan,1800,Jio,Not Bid,0,-,-,-
28,Rajasthan,1800,Tata Tele,Not Bid,0,-,-,-
28,Rajasthan,1800,Telewings,Not Bid,0,-,-,-
28,Rajasthan,1800,Vodafone,Not Bid,0,5.2,4,3
28,Tamil Nadu,1800,Aircel,Not Bid,0,-,-,-
28,Tamil Nadu,1800,Bharti,Not Bid,0,41.6,25,2
28,Tamil Nadu,1800,Idea,Not Bid,0,-,-,-
28,Tamil Nadu,1800,RCL,Not Bid,0,-,-,-
28,Tamil Nadu,1800,Jio,Not Bid,0,41.6,31,1
28,Tamil Nadu,1800,Tata Tele,Not Bid,0,-,-,-
28,Tamil Nadu,1800,Telewings,Not Bid,0,-,-,-
28,Tamil Nadu,1800,Vodafone,Not Bid,0,-,-,-
28,Uttar Pradesh (East),1800,Aircel,Not Bid,0,12.56,9,3
28,Uttar Pradesh (East),1800,Bharti,Bid,9,12.56,4,4
28,Uttar Pradesh (East),1800,Idea,Not Bid,0,-,-,-
28,Uttar Pradesh (East),1800,RCL,Not Bid,0,-,-,-
28,Uttar Pradesh (East),1800,Jio,Not Bid,0,-,-,-
28,Uttar Pradesh (East),1800,Tata Tele,Not Bid,0,-,-,-
28,Uttar Pradesh (East),1800,Telewings,Not Bid,0,12.56,9,2
28,Uttar Pradesh (East),1800,Vodafone,Not Bid,0,12.56,18,1
28,Uttar Pradesh (West),1800,Aircel,Not Bid,0,-,-,-
28,Uttar Pradesh (West),1800,Bharti,Bid,7,16.91,5,2
28,Uttar Pradesh (West),1800,Idea,Bid,7,16.91,7,1
28,Uttar Pradesh (West),1800,RCL,Not Bid,0,-,-,-
28,Uttar Pradesh (West),1800,Jio,Not Bid,0,-,-,-
28,Uttar Pradesh (West),1800,Tata Tele,Not Bid,0,-,-,-
28,Uttar Pradesh (West),1800,Telewings,Not Bid,0,16.75,-,-
28,Uttar Pradesh (West),1800,Vodafone,Not Bid,0,-,-,-
28,West Bengal,1800,Aircel,Bid,6,4.83,6,3
28,West Bengal,1800,Bharti,Bid,3,4.83,22,2
28,West Bengal,1800,Idea,Not Bid,0,-,-,-
28,West Bengal,1800,RCL,Not Bid,0,-,-,-
28,West Bengal,1800,Jio,Bid,28,4.83,28,1
28,West Bengal,1800,Tata Tele,Not Bid,0,-,-,-
28,West Bengal,1800,Telewings,Not Bid,0,-,-,-
28,West Bengal,1800,Vodafone,Not Bid,0,-,-,-
28,Delhi,900,Aircel,Not Bid,0,-,-,-
28,Delhi,900,Bharti,Bid,10,645.63,10,1
28,Delhi,900,Idea,Not Bid,0,639.24,-,-
28,Delhi,900,RCL,Not Bid,0,-,-,-
28,Delhi,900,Jio,Not Bid,0,472.52,-,-
28,Delhi,900,Tata Tele,Not Bid,0,-,-,-
28,Delhi,900,Telewings,Not Bid,0,-,-,-
28,Delhi,900,Vodafone,Not Bid,0,639.24,6,2
28,Kolkata,900,Aircel,Not Bid,0,-,-,-
28,Kolkata,900,Bharti,Not Bid,0,194.63,7,1
28,Kolkata,900,Idea,Not Bid,0,164.86,-,-
28,Kolkata,900,RCL,Not Bid,0,-,-,-
28,Kolkata,900,Jio,Not Bid,0,-,-,-
28,Kolkata,900,Tata Tele,Not Bid,0,183.54,-,-
28,Kolkata,900,Telewings,Not Bid,0,-,-,-
28,Kolkata,900,Vodafone,Not Bid,0,192.71,7,2
28,Mumbai,900,Aircel,Not Bid,0,-,-,-
28,Mumbai,900,Bharti,Not Bid,0,568.72,5,1
28,Mumbai,900,Idea,Not Bid,0,552.05,-,-
28,Mumbai,900,RCL,Not Bid,0,-,-,-
28,Mumbai,900,Jio,Not Bid,0,546.59,-,-
28,Mumbai,900,Tata Tele,Not Bid,0,473.24,-,-
28,Mumbai,900,Telewings,Not Bid,0,-,-,-
28,Mumbai,900,Vodafone,Not Bid,0,563.09,11,2
29,Andhra Pradesh,1800,Aircel,Not Bid,0,-,-,-
29,Andhra Pradesh,1800,Bharti,Not Bid,0,32.6,45,1
29,Andhra Pradesh,1800,Idea,Not Bid,0,32.6,25,3
29,Andhra Pradesh,1800,RCL,Not Bid,0,-,-,-
29,Andhra Pradesh,1800,Jio,Not Bid,0,32.6,29,2
29,Andhra Pradesh,1800,Tata Tele,Not Bid,0,-,-,-
29,Andhra Pradesh,1800,Telewings,Not Bid,0,32.6,4,4
29,Andhra Pradesh,1800,Vodafone,Not Bid,0,-,-,-
29,Assam,1800,Aircel,Not Bid,0,-,-,-
29,Assam,1800,Bharti,Bid,29,2.53,29,1
29,Assam,1800,Idea,Not Bid,0,-,-,-
29,Assam,1800,RCL,Not Bid,0,-,-,-
29,Assam,1800,Jio,Bid,29,2.53,28,2
29,Assam,1800,Tata Tele,Not Bid,0,-,-,-
29,Assam,1800,Telewings,Bid,30,2.53,0,-
29,Assam,1800,Vodafone,Not Bid,0,-,-,-
29,Bihar,1800,Aircel,Not Bid,0,-,-,-
29,Bihar,1800,Bharti,Not Bid,0,8.54,5,1
29,Bihar,1800,Idea,Not Bid,0,-,-,-
29,Bihar,1800,RCL,Not Bid,0,-,-,-
29,Bihar,1800,Jio,Not Bid,0,-,-,-
29,Bihar,1800,Tata Tele,Not Bid,0,-,-,-
29,Bihar,1800,Telewings,Bid,11,8.54,7,2
29,Bihar,1800,Vodafone,Not Bid,0,-,-,-
29,Delhi,1800,Aircel,Not Bid,0,-,-,-
29,Delhi,1800,Bharti,Bid,36,46.47,36,1
29,Delhi,1800,Idea,Not Bid,0,46.47,0,-
29,Delhi,1800,RCL,Not Bid,0,-,-,-
29,Delhi,1800,Jio,Not Bid,0,46.47,27,2
29,Delhi,1800,Tata Tele,Not Bid,0,-,-,-
29,Delhi,1800,Telewings,Not Bid,0,-,-,-
29,Delhi,1800,Vodafone,Bid,45,46.47,42,3
29,Gujarat,1800,Aircel,Not Bid,0,-,-,-
29,Gujarat,1800,Bharti,Not Bid,0,29.45,-,-
29,Gujarat,1800,Idea,Not Bid,0,41.06,12,2
29,Gujarat,1800,RCL,Not Bid,0,-,-,-
29,Gujarat,1800,Jio,Not Bid,0,41.06,30,1
29,Gujarat,1800,Tata Tele,Not Bid,0,-,-,-
29,Gujarat,1800,Telewings,Not Bid,0,41.06,8,4
29,Gujarat,1800,Vodafone,Not Bid,0,41.06,10,3
29,Haryana,1800,Aircel,Not Bid,0,-,-,-
29,Haryana,1800,Bharti,Not Bid,0,-,-,-
29,Haryana,1800,Idea,Not Bid,0,5.4,25,1
29,Haryana,1800,RCL,Not Bid,0,-,-,-
29,Haryana,1800,Jio,Not Bid,0,-,-,-
29,Haryana,1800,Tata Tele,Not Bid,0,-,-,-
29,Haryana,1800,Telewings,Not Bid,0,-,-,-
29,Haryana,1800,Vodafone,Not Bid,0,-,-,-
29,Himachal Pradesh,1800,Aircel,Not Bid,0,-,-,-
29,Himachal Pradesh,1800,Bharti,Not Bid,0,1.2,51,1
29,Himachal Pradesh,1800,Idea,Not Bid,0,-,-,-
29,Himachal Pradesh,1800,RCL,Not Bid,0,-,-,-
29,Himachal Pradesh,1800,Jio,Not Bid,0,-,-,-
29,Himachal Pradesh,1800,Tata Tele,Not Bid,0,-,-,-
29,Himachal Pradesh,1800,Telewings,Not Bid,0,-,-,-
29,Himachal Pradesh,1800,Vodafone,Not Bid,0,-,-,-
29,Jammu & Kashmir,1800,Aircel,Bid,9,1.2,0,-
29,Jammu & Kashmir,1800,Bharti,Bid,20,1.2,20,1
29,Jammu & Kashmir,1800,Idea,Not Bid,0,-,-,-
29,Jammu & Kashmir,1800,RCL,Not Bid,0,-,-,-
29,Jammu & Kashmir,1800,Jio,Not Bid,0,-,-,-
29,Jammu & Kashmir,1800,Tata Tele,Not Bid,0,-,-,-
29,Jammu & Kashmir,1800,Telewings,Not Bid,0,-,-,-
29,Jammu & Kashmir,1800,Vodafone,Not Bid,0,-,-,-
29,Karnataka,1800,Aircel,Not Bid,0,-,-,-
29,Karnataka,1800,Bharti,Not Bid,0,31,44,1
29,Karnataka,1800,Idea,Not Bid,0,31,25,3
29,Karnataka,1800,RCL,Not Bid,0,-,-,-
29,Karnataka,1800,Jio,Not Bid,0,31,25,4
29,Karnataka,1800,Tata Tele,Not Bid,0,-,-,-
29,Karnataka,1800,Telewings,Not Bid,0,-,-,-
29,Karnataka,1800,Vodafone,Not Bid,0,31,25,2
29,Kerala,1800,Aircel,Not Bid,0,-,-,-
29,Kerala,1800,Bharti,Not Bid,0,10.4,25,3
29,Kerala,1800,Idea,Not Bid,0,10.4,28,2
29,Kerala,1800,RCL,Not Bid,0,-,-,-
29,Kerala,1800,Jio,Not Bid,0,10.4,25,4
29,Kerala,1800,Tata Tele,Not Bid,0,-,-,-
29,Kerala,1800,Telewings,Not Bid,0,-,-,-
29,Kerala,1800,Vodafone,Not Bid,0,10.4,28,1
29,Kolkata,1800,Aircel,Not Bid,0,-,-,-
29,Kolkata,1800,Bharti,Not Bid,0,14.6,25,2
29,Kolkata,1800,Idea,Not Bid,0,-,-,-
29,Kolkata,1800,RCL,Not Bid,0,-,-,-
29,Kolkata,1800,Jio,Not Bid,0,14.6,25,3
29,Kolkata,1800,Tata Tele,Not Bid,0,-,-,-
29,Kolkata,1800,Telewings,Not Bid,0,-,-,-
29,Kolkata,1800,Vodafone,Not Bid,0,14.6,40,1
29,Madhya Pradesh,1800,Aircel,Not Bid,0,-,-,-
29,Madhya Pradesh,1800,Bharti,Bid,3,9,31,2
29,Madhya Pradesh,1800,Idea,Bid,3,9,33,3
29,Madhya Pradesh,1800,RCL,Not Bid,0,-,-,-
29,Madhya Pradesh,1800,Jio,Bid,32,9,32,1
29,Madhya Pradesh,1800,Tata Tele,Not Bid,0,-,-,-
29,Madhya Pradesh,1800,Telewings,Not Bid,0,-,-,-
29,Madhya Pradesh,1800,Vodafone,Not Bid,0,-,-,-
29,Maharashtra,1800,Aircel,Not Bid,0,-,-,-
29,Maharashtra,1800,Bharti,Not Bid,0,34.6,-,-
29,Maharashtra,1800,Idea,Not Bid,0,48.64,32,2
29,Maharashtra,1800,RCL,Not Bid,0,-,-,-
29,Maharashtra,1800,Jio,Not Bid,0,48.64,35,1
29,Maharashtra,1800,Tata Tele,Not Bid,0,-,-,-
29,Maharashtra,1800,Telewings,Not Bid,0,45.46,-,-
29,Maharashtra,1800,Vodafone,Not Bid,0,48.64,3,3
29,Mumbai,1800,Aircel,Not Bid,0,-,-,-
29,Mumbai,1800,Bharti,Not Bid,0,41.4,4,4
29,Mumbai,1800,Idea,Not Bid,0,41.4,29,3
29,Mumbai,1800,RCL,Not Bid,0,41.4,3,5
29,Mumbai,1800,Jio,Not Bid,0,41.4,30,2
29,Mumbai,1800,Tata Tele,Not Bid,0,-,-,-
29,Mumbai,1800,Telewings,Not Bid,0,-,-,-
29,Mumbai,1800,Vodafone,Not Bid,0,41.4,50,1
29,North East,1800,Aircel,Not Bid,0,1.4,9,3
29,North East,1800,Bharti,Not Bid,0,1.4,35,1
29,North East,1800,Idea,Not Bid,0,1.4,5,4
29,North East,1800,RCL,Not Bid,0,-,-,-
29,North East,1800,Jio,Not Bid,0,1.4,32,2
29,North East,1800,Tata Tele,Not Bid,0,-,-,-
29,North East,1800,Telewings,Not Bid,0,-,-,-
29,North East,1800,Vodafone,Not Bid,0,-,-,-
29,Orissa,1800,Aircel,Not Bid,0,-,-,-
29,Orissa,1800,Bharti,Not Bid,0,3.2,25,1
29,Orissa,1800,Idea,Not Bid,0,-,-,-
29,Orissa,1800,RCL,Not Bid,0,-,-,-
29,Orissa,1800,Jio,Not Bid,0,3.2,25,2
29,Orissa,1800,Tata Tele,Not Bid,0,-,-,-
29,Orissa,1800,Telewings,Not Bid,0,-,-,-
29,Orissa,1800,Vodafone,Not Bid,0,-,-,-
29,Punjab,1800,Aircel,Not Bid,0,-,-,-
29,Punjab,1800,Bharti,Not Bid,0,10.8,39,2
29,Punjab,1800,Idea,Not Bid,0,10.8,40,1
29,Punjab,1800,RCL,Not Bid,0,-,-,-
29,Punjab,1800,Jio,Not Bid,0,-,-,-
29,Punjab,1800,Tata Tele,Not Bid,0,-,-,-
29,Punjab,1800,Telewings,Not Bid,0,-,-,-
29,Punjab,1800,Vodafone,Not Bid,0,10.8,3,3
29,Rajasthan,1800,Aircel,Not Bid,0,5.2,8,2
29,Rajasthan,1800,Bharti,Not Bid,0,5.2,41,1
29,Rajasthan,1800,Idea,Not Bid,0,-,-,-
29,Rajasthan,1800,RCL,Not Bid,0,-,-,-
29,Rajasthan,1800,Jio,Not Bid,0,-,-,-
29,Rajasthan,1800,Tata Tele,Not Bid,0,-,-,-
29,Rajasthan,1800,Telewings,Not Bid,0,-,-,-
29,Rajasthan,1800,Vodafone,Not Bid,0,5.2,4,3
29,Tamil Nadu,1800,Aircel,Not Bid,0,-,-,-
29,Tamil Nadu,1800,Bharti,Not Bid,0,41.6,25,2
29,Tamil Nadu,1800,Idea,Not Bid,0,-,-,-
29,Tamil Nadu,1800,RCL,Not Bid,0,-,-,-
29,Tamil Nadu,1800,Jio,Not Bid,0,41.6,31,1
29,Tamil Nadu,1800,Tata Tele,Not Bid,0,-,-,-
29,Tamil Nadu,1800,Telewings,Not Bid,0,-,-,-
29,Tamil Nadu,1800,Vodafone,Not Bid,0,-,-,-
29,Uttar Pradesh (East),1800,Aircel,Bid,9,12.68,9,3
29,Uttar Pradesh (East),1800,Bharti,Bid,9,12.68,9,2
29,Uttar Pradesh (East),1800,Idea,Not Bid,0,-,-,-
29,Uttar Pradesh (East),1800,RCL,Not Bid,0,-,-,-
29,Uttar Pradesh (East),1800,Jio,Not Bid,0,-,-,-
29,Uttar Pradesh (East),1800,Tata Tele,Not Bid,0,-,-,-
29,Uttar Pradesh (East),1800,Telewings,Not Bid,0,12.56,4,4
29,Uttar Pradesh (East),1800,Vodafone,Bid,18,12.68,18,1
29,Uttar Pradesh (West),1800,Aircel,Not Bid,0,-,-,-
29,Uttar Pradesh (West),1800,Bharti,Bid,7,17.07,3,2
29,Uttar Pradesh (West),1800,Idea,Not Bid,0,16.91,-,-
29,Uttar Pradesh (West),1800,RCL,Not Bid,0,-,-,-
29,Uttar Pradesh (West),1800,Jio,Not Bid,0,-,-,-
29,Uttar Pradesh (West),1800,Tata Tele,Not Bid,0,-,-,-
29,Uttar Pradesh (West),1800,Telewings,Bid,9,17.07,9,1
29,Uttar Pradesh (West),1800,Vodafone,Not Bid,0,-,-,-
29,West Bengal,1800,Aircel,Not Bid,0,4.83,0,-
29,West Bengal,1800,Bharti,Bid,28,4.83,28,1
29,West Bengal,1800,Idea,Not Bid,0,-,-,-
29,West Bengal,1800,RCL,Not Bid,0,-,-,-
29,West Bengal,1800,Jio,Not Bid,0,4.83,28,2
29,West Bengal,1800,Tata Tele,Not Bid,0,-,-,-
29,West Bengal,1800,Telewings,Not Bid,0,-,-,-
29,West Bengal,1800,Vodafone,Not Bid,0,-,-,-
29,Delhi,900,Aircel,Not Bid,0,-,-,-
29,Delhi,900,Bharti,Not Bid,0,645.63,10,1
29,Delhi,900,Idea,Bid,5,645.63,5,2
29,Delhi,900,RCL,Not Bid,0,-,-,-
29,Delhi,900,Jio,Not Bid,0,472.52,-,-
29,Delhi,900,Tata Tele,Not Bid,0,-,-,-
29,Delhi,900,Telewings,Not Bid,0,-,-,-
29,Delhi,900,Vodafone,Not Bid,0,639.24,0,-
29,Kolkata,900,Aircel,Not Bid,0,-,-,-
29,Kolkata,900,Bharti,Not Bid,0,194.63,7,1
29,Kolkata,900,Idea,Not Bid,0,164.86,-,-
29,Kolkata,900,RCL,Not Bid,0,-,-,-
29,Kolkata,900,Jio,Not Bid,0,-,-,-
29,Kolkata,900,Tata Tele,Not Bid,0,183.54,-,-
29,Kolkata,900,Telewings,Not Bid,0,-,-,-
29,Kolkata,900,Vodafone,Not Bid,0,192.71,7,2
29,Mumbai,900,Aircel,Not Bid,0,-,-,-
29,Mumbai,900,Bharti,Not Bid,0,568.72,5,1
29,Mumbai,900,Idea,Not Bid,0,552.05,-,-
29,Mumbai,900,RCL,Not Bid,0,-,-,-
29,Mumbai,900,Jio,Not Bid,0,546.59,-,-
29,Mumbai,900,Tata Tele,Not Bid,0,473.24,-,-
29,Mumbai,900,Telewings,Not Bid,0,-,-,-
29,Mumbai,900,Vodafone,Not Bid,0,563.09,11,2
30,Andhra Pradesh,1800,Aircel,Not Bid,0,-,-,-
30,Andhra Pradesh,1800,Bharti,Not Bid,0,32.6,45,1
30,Andhra Pradesh,1800,Idea,Not Bid,0,32.6,25,3
30,Andhra Pradesh,1800,RCL,Not Bid,0,-,-,-
30,Andhra Pradesh,1800,Jio,Not Bid,0,32.6,29,2
30,Andhra Pradesh,1800,Tata Tele,Not Bid,0,-,-,-
30,Andhra Pradesh,1800,Telewings,Not Bid,0,32.6,4,4
30,Andhra Pradesh,1800,Vodafone,Not Bid,0,-,-,-
30,Assam,1800,Aircel,Not Bid,0,-,-,-
30,Assam,1800,Bharti,Bid,3,2.7,3,2
30,Assam,1800,Idea,Not Bid,0,-,-,-
30,Assam,1800,RCL,Not Bid,0,-,-,-
30,Assam,1800,Jio,Bid,29,2.7,29,1
30,Assam,1800,Tata Tele,Not Bid,0,-,-,-
30,Assam,1800,Telewings,Bid,30,2.7,25,3
30,Assam,1800,Vodafone,Not Bid,0,-,-,-
30,Bihar,1800,Aircel,Not Bid,0,-,-,-
30,Bihar,1800,Bharti,Not Bid,0,8.54,0,-
30,Bihar,1800,Idea,Not Bid,0,-,-,-
30,Bihar,1800,RCL,Not Bid,0,-,-,-
30,Bihar,1800,Jio,Not Bid,0,-,-,-
30,Bihar,1800,Tata Tele,Not Bid,0,-,-,-
30,Bihar,1800,Telewings,Bid,11,8.62,11,1
30,Bihar,1800,Vodafone,Not Bid,0,-,-,-
30,Delhi,1800,Aircel,Not Bid,0,-,-,-
30,Delhi,1800,Bharti,Bid,25,49.25,25,3
30,Delhi,1800,Idea,Bid,26,49.25,8,4
30,Delhi,1800,RCL,Not Bid,0,-,-,-
30,Delhi,1800,Jio,Bid,27,49.25,27,2
30,Delhi,1800,Tata Tele,Not Bid,0,-,-,-
30,Delhi,1800,Telewings,Not Bid,0,-,-,-
30,Delhi,1800,Vodafone,Bid,45,49.25,45,1
30,Gujarat,1800,Aircel,Not Bid,0,-,-,-
30,Gujarat,1800,Bharti,Not Bid,0,29.45,-,-
30,Gujarat,1800,Idea,Not Bid,0,41.06,12,2
30,Gujarat,1800,RCL,Not Bid,0,-,-,-
30,Gujarat,1800,Jio,Not Bid,0,41.06,30,1
30,Gujarat,1800,Tata Tele,Not Bid,0,-,-,-
30,Gujarat,1800,Telewings,Not Bid,0,41.06,8,4
30,Gujarat,1800,Vodafone,Not Bid,0,41.06,10,3
30,Haryana,1800,Aircel,Not Bid,0,-,-,-
30,Haryana,1800,Bharti,Not Bid,0,-,-,-
30,Haryana,1800,Idea,Not Bid,0,5.4,25,1
30,Haryana,1800,RCL,Not Bid,0,-,-,-
30,Haryana,1800,Jio,Not Bid,0,-,-,-
30,Haryana,1800,Tata Tele,Not Bid,0,-,-,-
30,Haryana,1800,Telewings,Not Bid,0,-,-,-
30,Haryana,1800,Vodafone,Not Bid,0,-,-,-
30,Himachal Pradesh,1800,Aircel,Not Bid,0,-,-,-
30,Himachal Pradesh,1800,Bharti,Not Bid,0,1.2,51,1
30,Himachal Pradesh,1800,Idea,Not Bid,0,-,-,-
30,Himachal Pradesh,1800,RCL,Not Bid,0,-,-,-
30,Himachal Pradesh,1800,Jio,Not Bid,0,-,-,-
30,Himachal Pradesh,1800,Tata Tele,Not Bid,0,-,-,-
30,Himachal Pradesh,1800,Telewings,Not Bid,0,-,-,-
30,Himachal Pradesh,1800,Vodafone,Not Bid,0,-,-,-
30,Jammu & Kashmir,1800,Aircel,Bid,9,1.22,9,1
