Clock_Round,Service_Area,Band,Bidder,bid_decision,No of block(s ) selecte d,prov_win_bid,Provisi onally Allocat ed Block( s) at end of clock round,prov_rank
1,Odisha,2100,Jio,No,0,0,0,0
1,Odisha,2100,Vodafone,No,0,0,0,0
1,Odisha,2300,Bharti,Bid,1,50,1,2
1,Odisha,2300,Jio,Bid,1,50,1,1
1,Odisha,2300,Vodafone,No,0,0,0,0
1,Punjab,700,Bharti,No,0,0,0,0
1,Punjab,700,Jio,No,0,0,0,0
1,Punjab,700,Vodafone,No,0,0,0,0
1,Punjab,800,Bharti,No,0,0,0,0
1,Punjab,800,Jio,Bid,5,196.25,5,1
1,Punjab,800,Vodafone,No,0,0,0,0
1,Punjab,1800,Bharti,Bid,25,17.6,25,1
1,Punjab,1800,Jio,Bid,24,17.6,24,2
1,Punjab,1800,Vodafone,No,0,0,0,0
1,Punjab,2100,Bharti,No,0,0,0,0
1,Punjab,2100,Jio,No,0,0,0,0
1,Punjab,2100,Vodafone,No,0,0,0,0
1,Punjab,2300,Bharti,Bid,2,210,2,2
1,Punjab,2300,Jio,Bid,2,210,2,1
1,Punjab,2300,Vodafone,No,0,0,0,0
1,Punjab,2500,Bharti,No,0,0,0,0
1,Punjab,2500,Jio,No,0,0,0,0
1,Punjab,2500,Vodafone,No,0,0,0,0
1,Rajasthan,700,Bharti,No,0,0,0,0
1,Rajasthan,700,Jio,No,0,0,0,0
1,Rajasthan,700,Vodafone,No,0,0,0,0
1,Rajasthan,800,Bharti,No,0,0,0,0
1,Rajasthan,800,Jio,Bid,4,332.5,4,1
1,Rajasthan,800,Vodafone,No,0,0,0,0
1,Rajasthan,1800,Bharti,No,0,0,0,0
1,Rajasthan,1800,Jio,No,0,0,0,0
1,Rajasthan,1800,Vodafone,No,0,0,0,0
1,Rajasthan,2300,Bharti,Bid,2,60,2,2
1,Rajasthan,2300,Jio,Bid,2,60,2,1
1,Rajasthan,2300,Vodafone,No,0,0,0,0
1,Tamil Nadu,700,Bharti,No,0,0,0,0
1,Tamil Nadu,700,Jio,No,0,0,0,0
1,Tamil Nadu,700,Vodafone,No,0,0,0,0
1,Tamil Nadu,800,Bharti,No,0,0,0,0
1,Tamil Nadu,800,Jio,Bid,8,217.5,8,1
1,Tamil Nadu,800,Vodafone,No,0,0,0,0
1,Tamil Nadu,900,Bharti,Bid,25,47,25,1
1,Tamil Nadu,900,Jio,No,0,0,0,0
1,Tamil Nadu,900,Vodafone,Bid,25,47,25,2
1,Tamil Nadu,1800,Bharti,Bid,50,20,50,1
1,Tamil Nadu,1800,Jio,Bid,16,20,16,2
1,Tamil Nadu,1800,Vodafone,No,0,0,0,0
1,Tamil Nadu,2300,Bharti,No,0,0,0,0
1,Tamil Nadu,2300,Jio,Bid,1,1510,1,1
1,Tamil Nadu,2300,Vodafone,No,0,0,0,0
1,Tamil Nadu,2500,Bharti,No,0,0,0,0
1,Tamil Nadu,2500,Jio,No,0,0,0,0
1,Tamil Nadu,2500,Vodafone,No,0,0,0,0
1,Uttar Pradesh (East),700,Bharti,No,0,0,0,0
1,Uttar Pradesh (East),700,Jio,No,0,0,0,0
1,Uttar Pradesh (East),700,Vodafone,No,0,0,0,0
1,Uttar Pradesh (East),800,Bharti,No,0,0,0,0
1,Uttar Pradesh (East),800,Jio,Bid,4,313.75,4,1
1,Uttar Pradesh (East),800,Vodafone,No,0,0,0,0
1,Uttar Pradesh (East),900,Bharti,Bid,25,52.4,25,1
1,Uttar Pradesh (East),900,Jio,No,0,0,0,0
1,Uttar Pradesh (East),900,Vodafone,No,0,0,0,0
1,Uttar Pradesh (East),1800,Bharti,Bid,16,30.6,16,2
1,Uttar Pradesh (East),1800,Jio,Bid,18,30.6,18,1
1,Uttar Pradesh (East),1800,Vodafone,Bid,7,30.6,7,3
1,Uttar Pradesh (East),2300,Bharti,Bid,2,90,2,2
1,Uttar Pradesh (East),2300,Jio,Bid,2,90,2,1
1,Uttar Pradesh (East),2300,Vodafone,No,0,0,0,0
1,Uttar Pradesh (West),700,Bharti,No,0,0,0,0
1,Uttar Pradesh (West),700,Jio,No,0,0,0,0
1,Uttar Pradesh (West),700,Vodafone,No,0,0,0,0
1,Uttar Pradesh (West),800,Bharti,Bid,4,201.25,4,2
1,Uttar Pradesh (West),800,Jio,Bid,4,201.25,4,1
1,Uttar Pradesh (West),800,Vodafone,No,0,0,0,0
1,Uttar Pradesh (West),900,Bharti,No,0,0,0,0
1,Uttar Pradesh (West),900,Jio,No,0,0,0,0
1,Uttar Pradesh (West),900,Vodafone,No,0,0,0,0
1,Uttar Pradesh (West),1800,Bharti,Bid,15,23,15,2
1,Uttar Pradesh (West),1800,Jio,Bid,25,23,25,1
1,Uttar Pradesh (West),1800,Vodafone,No,0,0,0,0
1,Uttar Pradesh (West),2100,Bharti,No,0,0,0,0
1,Uttar Pradesh (West),2100,Jio,No,0,0,0,0
1,Uttar Pradesh (West),2100,Vodafone,No,0,0,0,0
1,Uttar Pradesh (West),2300,Bharti,Bid,2,120,2,2
1,Uttar Pradesh (West),2300,Jio,Bid,2,120,2,1
1,Uttar Pradesh (West),2300,Vodafone,No,0,0,0,0
1,West Bengal,700,Bharti,No,0,0,0,0
1,West Bengal,700,Jio,No,0,0,0,0
1,West Bengal,700,Vodafone,No,0,0,0,0
1,West Bengal,800,Bharti,No,0,0,0,0
1,West Bengal,800,Jio,Bid,8,92.5,8,1
1,West Bengal,800,Vodafone,No,0,0,0,0
1,West Bengal,900,Bharti,Bid,14,24.8,14,1
1,West Bengal,900,Jio,No,0,0,0,0
1,West Bengal,900,Vodafone,No,0,0,0,0
1,West Bengal,1800,Bharti,No,0,0,0,0
1,West Bengal,1800,Jio,No,0,0,0,0
1,West Bengal,1800,Vodafone,No,0,0,0,0
1,West Bengal,2100,Bharti,Bid,1,175,1,1
1,West Bengal,2100,Jio,No,0,0,0,0
1,West Bengal,2100,Vodafone,No,0,0,0,0
1,West Bengal,2300,Bharti,Bid,1,60,1,2
1,West Bengal,2300,Jio,Bid,1,60,1,1
1,West Bengal,2300,Vodafone,No,0,0,0,0
2,Andhra Pradesh,700,Bharti,No,0,0,0,0
2,Andhra Pradesh,700,Jio,No,0,0,0,0
2,Andhra Pradesh,700,Vodafone,No,0,0,0,0
2,Andhra Pradesh,800,Bharti,No,0,0,0,0
2,Andhra Pradesh,800,Jio,No,0,487.5,5,1
2,Andhra Pradesh,800,Vodafone,No,0,0,0,0
2,Andhra Pradesh,900,Bharti,No,0,0,0,0
2,Andhra Pradesh,900,Jio,No,0,0,0,0
2,Andhra Pradesh,900,Vodafone,No,0,0,0,0
2,Andhra Pradesh,1800,Bharti,No,0,0,0,0
2,Andhra Pradesh,1800,Jio,No,0,55.8,21,1
2,Andhra Pradesh,1800,Vodafone,No,0,0,0,0
2,Andhra Pradesh,2100,Bharti,No,0,0,0,0
2,Andhra Pradesh,2100,Jio,No,0,0,0,0
2,Andhra Pradesh,2100,Vodafone,No,0,0,0,0
2,Andhra Pradesh,2300,Bharti,No,0,0,0,0
2,Andhra Pradesh,2300,Jio,No,0,780,1,1
2,Andhra Pradesh,2300,Vodafone,No,0,0,0,0
2,Andhra Pradesh,2500,Bharti,No,0,0,0,0
2,Andhra Pradesh,2500,Jio,No,0,0,0,0
2,Andhra Pradesh,2500,Vodafone,No,0,0,0,0
2,Assam,700,Bharti,No,0,0,0,0
2,Assam,700,Jio,No,0,0,0,0
2,Assam,700,Vodafone,No,0,0,0,0
2,Assam,800,Bharti,No,0,0,0,0
1,Assam,1800,Vodafone,No,0,0,0,0
1,Assam,2100,Bharti,Bid,1,150,1,1
1,Assam,2100,Jio,No,0,0,0,0
1,Assam,2100,Vodafone,No,0,0,0,0
1,Assam,2300,Bharti,Bid,1,20,1,2
1,Assam,2300,Jio,Bid,1,20,1,1
1,Assam,2300,Vodafone,No,0,0,0,0
1,Bihar,700,Bharti,No,0,0,0,0
1,Bihar,700,Jio,No,0,0,0,0
1,Bihar,700,Vodafone,No,0,0,0,0
1,Bihar,800,Bharti,No,0,0,0,0
1,Bihar,800,Jio,Bid,4,170,4,1
1,Bihar,800,Vodafone,No,0,0,0,0
1,Bihar,900,Bharti,Bid,17,40.2,17,1
1,Bihar,900,Jio,No,0,0,0,0
1,Bihar,900,Vodafone,No,0,0,0,0
1,Bihar,1800,Bharti,Bid,14,17.6,14,2
2,Assam,800,Jio,No,0,0,0,0
2,Assam,800,Vodafone,No,0,0,0,0
2,Assam,900,Bharti,No,0,0,0,0
2,Assam,900,Jio,No,0,0,0,0
2,Assam,900,Vodafone,No,0,0,0,0
2,Assam,1800,Bharti,No,0,0,0,0
2,Assam,1800,Jio,No,0,9.2,23,1
2,Assam,1800,Vodafone,No,0,0,0,0
2,Assam,2100,Bharti,No,0,150,1,1
2,Assam,2100,Jio,No,0,0,0,0
2,Assam,2100,Vodafone,No,0,0,0,0
2,Assam,2300,Bharti,No,0,20,1,2
2,Assam,2300,Jio,No,0,20,1,1
2,Assam,2300,Vodafone,No,0,0,0,0
2,Bihar,700,Bharti,No,0,0,0,0
2,Bihar,700,Jio,No,0,0,0,0
2,Bihar,700,Vodafone,No,0,0,0,0
2,Bihar,800,Bharti,No,0,0,0,0
2,Bihar,800,Jio,No,0,170,4,1
2,Bihar,800,Vodafone,No,0,0,0,0
2,Bihar,900,Bharti,No,0,40.2,17,1
2,Bihar,900,Jio,No,0,0,0,0
2,Bihar,900,Vodafone,No,0,0,0,0
2,Bihar,1800,Bharti,No,0,17.6,14,2
2,Bihar,1800,Jio,No,0,17.6,25,1
2,Bihar,1800,Vodafone,No,0,0,0,0
2,Bihar,2100,Bharti,No,0,0,0,0
2,Bihar,2100,Jio,No,0,0,0,0
2,Bihar,2100,Vodafone,No,0,0,0,0
2,Bihar,2300,Bharti,No,0,70,1,2
2,Bihar,2300,Jio,No,0,70,1,1
2,Bihar,2300,Vodafone,No,0,0,0,0
2,Bihar,2500,Bharti,No,0,0,0,0
2,Bihar,2500,Jio,No,0,0,0,0
2,Bihar,2500,Vodafone,No,0,0,0,0
2,Delhi,700,Bharti,No,0,0,0,0
2,Delhi,700,Jio,No,0,0,0,0
2,Delhi,700,Vodafone,No,0,0,0,0
2,Delhi,800,Bharti,No,0,0,0,0
2,Delhi,800,Jio,No,0,800,7,1
2,Delhi,800,Vodafone,No,0,0,0,0
2,Delhi,900,Bharti,No,0,0,0,0
2,Delhi,900,Jio,No,0,0,0,0
2,Delhi,900,Vodafone,No,0,0,0,0
2,Delhi,1800,Bharti,No,0,0,0,0
2,Delhi,1800,Jio,No,0,91.4,23,1
2,Delhi,1800,Vodafone,No,0,0,0,0
2,Delhi,2100,Bharti,No,0,0,0,0
2,Delhi,2100,Jio,No,0,0,0,0
2,Delhi,2100,Vodafone,No,0,0,0,0
2,Delhi,2300,Bharti,No,0,0,0,0
2,Delhi,2300,Jio,No,0,1640,1,1
2,Delhi,2300,Vodafone,No,0,0,0,0
2,Delhi,2500,Bharti,No,0,0,0,0
2,Delhi,2500,Jio,No,0,0,0,0
2,Delhi,2500,Vodafone,No,0,0,0,0
2,Gujarat,700,Bharti,No,0,0,0,0
2,Gujarat,700,Jio,No,0,0,0,0
2,Gujarat,700,Vodafone,No,0,0,0,0
2,Gujarat,800,Bharti,No,0,0,0,0
2,Gujarat,800,Jio,No,0,481.25,4,1
2,Gujarat,800,Vodafone,No,0,0,0,0
2,Gujarat,900,Bharti,No,0,0,0,0
2,Gujarat,900,Jio,No,0,0,0,0
2,Gujarat,900,Vodafone,No,0,0,0,0
2,Gujarat,1800,Bharti,No,0,0,0,0
2,Gujarat,1800,Jio,No,0,54.6,20,1
2,Gujarat,1800,Vodafone,No,0,0,0,0
2,Gujarat,2100,Bharti,No,0,0,0,0
2,Gujarat,2100,Jio,No,0,0,0,0
2,Gujarat,2100,Vodafone,No,0,0,0,0
2,Gujarat,2300,Bharti,No,0,700,1,2
2,Gujarat,2300,Jio,No,0,700,1,1
2,Gujarat,2300,Vodafone,No,0,0,0,0
2,Gujarat,2500,Bharti,No,0,0,0,0
2,Gujarat,2500,Jio,No,0,0,0,0
2,Gujarat,2500,Vodafone,No,0,0,0,0
2,Haryana,700,Bharti,No,0,0,0,0
2,Haryana,700,Jio,No,0,0,0,0
2,Haryana,700,Vodafone,No,0,0,0,0
2,Haryana,800,Bharti,No,0,71.25,3,2
2,Haryana,800,Jio,No,0,71.25,4,1
2,Haryana,800,Vodafone,No,0,0,0,0
2,Haryana,900,Bharti,No,0,0,0,0
2,Haryana,900,Jio,No,0,0,0,0
2,Haryana,900,Vodafone,No,0,0,0,0
2,Haryana,1800,Bharti,No,0,0,0,0
2,Haryana,1800,Jio,No,0,11.4,25,1
2,Haryana,1800,Vodafone,No,0,0,0,0
2,Haryana,2100,Bharti,No,0,0,0,0
2,Haryana,2100,Jio,No,0,0,0,0
2,Haryana,2100,Vodafone,No,0,0,0,0
2,Haryana,2300,Bharti,No,0,80,2,2
2,Haryana,2300,Jio,No,0,80,2,1
2,Haryana,2300,Vodafone,No,0,0,0,0
2,Himachal Pradesh,700,Bharti,No,0,0,0,0
