Clock_Round,Service_Area,Band,Bidder,bid_decision,No of block( s) selecte d,prov_win_bid,Provisi onally Alloca ted Block( s) at end of clock round,prov_rank
6,Maharashtra,2100,Bharti,No,0,0,0,0
6,Maharashtra,2100,Jio,No,0,0,0,0
6,Maharashtra,2100,Vodafone,No,0,0,0,0
6,Maharashtra,2500,Adani,No,0,0,0,0
6,Maharashtra,2500,Bharti,No,0,0,0,0
6,Maharashtra,2500,Jio,No,0,0,0,0
6,Maharashtra,2500,Vodafone,No,0,0,0,0
6,Maharashtra,3300,Adani,No,0,0,0,0
6,Maharashtra,3300,Bharti,No,0,290,10,2
6,Maharashtra,3300,Jio,No,0,290,10,1
6,Maharashtra,3300,Vodafone,No,0,290,5,3
6,Mumbai,26,Adani,No,0,39,2,3
6,Mumbai,26,Bharti,No,0,39,16,2
6,Mumbai,26,Jio,No,0,39,20,1
6,Mumbai,26,Vodafone,No,0,39,4,4
6,Mumbai,600,Adani,No,0,0,0,0
6,Mumbai,600,Bharti,No,0,0,0,0
6,Mumbai,600,Jio,No,0,0,0,0
6,Mumbai,600,Vodafone,No,0,0,0,0
6,Mumbai,700,Adani,No,0,0,0,0
6,Mumbai,700,Bharti,No,0,0,0,0
6,Mumbai,700,Jio,No,0,2350,2,1
6,Mumbai,700,Vodafone,No,0,0,0,0
6,Mumbai,800,Adani,No,0,0,0,0
6,Mumbai,800,Bharti,No,0,0,0,0
6,Mumbai,800,Jio,No,0,0,0,0
6,Mumbai,800,Vodafone,No,0,0,0,0
6,Mumbai,900,Adani,No,0,0,0,0
6,Mumbai,900,Bharti,No,0,0,0,0
6,Mumbai,900,Jio,No,0,0,0,0
6,Mumbai,900,Vodafone,No,0,0,0,0
6,Mumbai,1800,Adani,No,0,0,0,0
6,Mumbai,1800,Bharti,No,0,47.2,20,1
6,Mumbai,1800,Jio,No,0,0,0,0
6,Mumbai,1800,Vodafone,No,0,0,0,0
6,Mumbai,2100,Adani,No,0,0,0,0
6,Mumbai,2100,Bharti,No,0,0,0,0
6,Mumbai,2100,Jio,No,0,0,0,0
6,Mumbai,2100,Vodafone,No,0,0,0,0
6,Mumbai,2300,Adani,No,0,0,0,0
6,Mumbai,2300,Bharti,No,0,0,0,0
6,Mumbai,2300,Jio,No,0,0,0,0
6,Mumbai,2300,Vodafone,No,0,0,0,0
6,Mumbai,2500,Adani,No,0,0,0,0
6,Mumbai,2500,Bharti,No,0,0,0,0
6,Mumbai,2500,Jio,No,0,0,0,0
6,Mumbai,2500,Vodafone,No,0,0,0,0
6,Mumbai,3300,Adani,No,0,0,0,0
6,Mumbai,3300,Bharti,No,0,350,10,2
6,Mumbai,3300,Jio,No,0,350,10,1
6,Mumbai,3300,Vodafone,No,0,350,5,3
6,North East,26,Adani,No,0,0,0,0
6,North East,26,Bharti,No,0,1.5,16,2
6,North East,26,Jio,No,0,1.5,20,1
6,North East,26,Vodafone,No,0,0,0,0
6,North East,600,Adani,No,0,0,0,0
6,North East,600,Bharti,No,0,0,0,0
6,North East,600,Jio,No,0,0,0,0
6,North East,600,Vodafone,No,0,0,0,0
6,North East,700,Adani,No,0,0,0,0
6,North East,700,Bharti,No,0,0,0,0
6,North East,700,Jio,No,0,75,2,1
6,North East,700,Vodafone,No,0,0,0,0
6,North East,800,Adani,No,0,0,0,0
6,North East,800,Bharti,No,0,0,0,0
6,North East,800,Jio,No,0,16.25,4,1
6,North East,800,Vodafone,No,0,0,0,0
6,North East,900,Adani,No,0,0,0,0
6,North East,900,Bharti,No,0,2.8,20,1
6,North East,900,Jio,No,0,0,0,0
6,North East,900,Vodafone,No,0,0,0,0
6,North East,1800,Adani,No,0,0,0,0
6,North East,1800,Bharti,No,0,0,0,0
6,North East,1800,Jio,No,0,0,0,0
6,North East,1800,Vodafone,No,0,0,0,0
6,North East,2100,Adani,No,0,0,0,0
6,North East,2100,Bharti,No,0,0,0,0
6,North East,2100,Jio,No,0,0,0,0
6,North East,2100,Vodafone,No,0,0,0,0
6,North East,3300,Adani,No,0,0,0,0
6,North East,3300,Bharti,No,0,10,10,2
6,North East,3300,Jio,No,0,10,13,1
6,North East,3300,Vodafone,No,0,0,0,0
6,Odisha,26,Adani,No,0,0,0,0
6,Odisha,26,Bharti,No,0,6,16,2
6,Odisha,26,Jio,No,0,6,20,1
6,Odisha,26,Vodafone,No,0,0,0,0
6,Odisha,600,Adani,No,0,0,0,0
6,Odisha,600,Bharti,No,0,0,0,0
6,Odisha,600,Jio,No,0,0,0,0
6,Odisha,600,Vodafone,No,0,0,0,0
6,Odisha,700,Adani,No,0,0,0,0
6,Odisha,700,Bharti,No,0,0,0,0
6,Odisha,700,Jio,No,0,310,2,1
6,Odisha,700,Vodafone,No,0,0,0,0
6,Odisha,800,Adani,No,0,0,0,0
6,Odisha,800,Bharti,No,0,0,0,0
6,Odisha,800,Jio,No,0,0,0,0
6,Odisha,800,Vodafone,No,0,0,0,0
6,Odisha,900,Adani,No,0,0,0,0
6,Odisha,900,Bharti,No,0,0,0,0
6,Odisha,900,Jio,No,0,0,0,0
6,Odisha,900,Vodafone,No,0,0,0,0
6,Odisha,1800,Adani,No,0,0,0,0
6,Odisha,1800,Bharti,No,0,7.035,31,1
6,Odisha,1800,Jio,Bid,50,7.035,45,2
6,Odisha,1800,Vodafone,No,0,0,0,0
6,Odisha,2100,Adani,No,0,0,0,0
6,Odisha,2100,Bharti,No,0,0,0,0
6,Odisha,2100,Jio,No,0,0,0,0
6,Odisha,2100,Vodafone,No,0,0,0,0
6,Odisha,3300,Adani,No,0,0,0,0
6,Odisha,3300,Bharti,No,0,50,10,2
6,Odisha,3300,Jio,No,0,50,10,1
6,Odisha,3300,Vodafone,No,0,0,0,0
6,Punjab,26,Adani,No,0,0,0,0
6,Punjab,26,Bharti,No,0,10,16,2
6,Punjab,26,Jio,No,0,10,20,1
6,Punjab,26,Vodafone,No,0,10,6,3
6,Punjab,600,Adani,No,0,0,0,0
6,Punjab,600,Bharti,No,0,0,0,0
6,Punjab,600,Jio,No,0,0,0,0
6,Punjab,600,Vodafone,No,0,0,0,0
6,Punjab,700,Adani,No,0,0,0,0
6,Punjab,700,Bharti,No,0,0,0,0
6,Punjab,700,Jio,No,0,560,2,1
6,Punjab,700,Vodafone,No,0,0,0,0
6,Punjab,800,Adani,No,0,0,0,0
6,Punjab,800,Bharti,No,0,0,0,0
6,Punjab,800,Jio,No,0,0,0,0
6,Punjab,800,Vodafone,No,0,0,0,0
6,Punjab,900,Adani,No,0,0,0,0
6,Punjab,900,Bharti,No,0,0,0,0
6,Punjab,900,Jio,No,0,0,0,0
6,Punjab,900,Vodafone,No,0,0,0,0
6,Punjab,1800,Adani,No,0,0,0,0
6,Punjab,1800,Bharti,No,0,0,0,0
6,Punjab,1800,Jio,No,0,0,0,0
6,Punjab,1800,Vodafone,No,0,0,0,0
6,Punjab,2100,Adani,No,0,0,0,0
6,Punjab,2100,Bharti,No,0,0,0,0
6,Punjab,2100,Jio,No,0,0,0,0
6,Punjab,2100,Vodafone,No,0,0,0,0
6,Punjab,2500,Adani,No,0,0,0,0
6,Punjab,2500,Bharti,No,0,0,0,0
6,Punjab,2500,Jio,No,0,0,0,0
6,Punjab,2500,Vodafone,No,0,140,1,1
6,Punjab,3300,Adani,No,0,0,0,0
6,Punjab,3300,Bharti,No,0,90,10,2
6,Punjab,3300,Jio,No,0,90,10,1
6,Punjab,3300,Vodafone,No,0,90,5,3
6,Rajasthan,26,Adani,No,0,12.5,1,3
6,Rajasthan,26,Bharti,No,0,12.5,16,2
6,Rajasthan,26,Jio,No,0,12.5,20,1
6,Rajasthan,26,Vodafone,No,0,12.5,6,4
6,Rajasthan,600,Adani,No,0,0,0,0
6,Rajasthan,600,Bharti,No,0,0,0,0
6,Rajasthan,600,Jio,No,0,0,0,0
6,Rajasthan,600,Vodafone,No,0,0,0,0
6,Rajasthan,700,Adani,No,0,0,0,0
6,Rajasthan,700,Bharti,No,0,0,0,0
6,Rajasthan,700,Jio,No,0,730,2,1
6,Rajasthan,700,Vodafone,No,0,0,0,0
6,Rajasthan,800,Adani,No,0,0,0,0
6,Rajasthan,800,Bharti,No,0,0,0,0
6,Rajasthan,800,Jio,No,0,0,0,0
6,Rajasthan,800,Vodafone,No,0,0,0,0
6,Rajasthan,900,Adani,No,0,0,0,0
6,Rajasthan,900,Bharti,No,0,0,0,0
6,Rajasthan,900,Jio,No,0,0,0,0
6,Rajasthan,900,Vodafone,No,0,0,0,0
6,Rajasthan,1800,Adani,No,0,0,0,0
6,Rajasthan,1800,Bharti,No,0,0,0,0
6,Rajasthan,1800,Jio,No,0,15,50,1
6,Rajasthan,1800,Vodafone,No,0,0,0,0
6,Rajasthan,3300,Adani,No,0,0,0,0
6,Rajasthan,3300,Bharti,No,0,110,10,2
6,Rajasthan,3300,Jio,No,0,110,13,1
6,Rajasthan,3300,Vodafone,No,0,110,5,3
6,Tamil Nadu,26,Adani,No,0,23,1,3
6,Tamil Nadu,26,Bharti,No,0,23,16,2
6,Tamil Nadu,26,Jio,No,0,23,20,1
6,Tamil Nadu,26,Vodafone,No,0,23,6,4
6,Tamil Nadu,600,Adani,No,0,0,0,0
6,Tamil Nadu,600,Bharti,No,0,0,0,0
6,Tamil Nadu,600,Jio,No,0,0,0,0
6,Tamil Nadu,600,Vodafone,No,0,0,0,0
6,Tamil Nadu,700,Adani,No,0,0,0,0
6,Tamil Nadu,700,Bharti,No,0,0,0,0
6,Tamil Nadu,700,Jio,No,0,1265,2,1
6,Tamil Nadu,700,Vodafone,No,0,0,0,0
6,Tamil Nadu,800,Adani,No,0,0,0,0
6,Tamil Nadu,800,Bharti,No,0,0,0,0
6,Tamil Nadu,800,Jio,No,0,0,0,0
6,Tamil Nadu,800,Vodafone,No,0,0,0,0
6,Tamil Nadu,900,Adani,No,0,0,0,0
6,Tamil Nadu,900,Bharti,No,0,0,0,0
6,Tamil Nadu,900,Jio,No,0,0,0,0
6,Tamil Nadu,900,Vodafone,No,0,0,0,0
6,Tamil Nadu,1800,Adani,No,0,0,0,0
6,Tamil Nadu,1800,Bharti,No,0,0,0,0
6,Tamil Nadu,1800,Jio,No,0,0,0,0
6,Tamil Nadu,1800,Vodafone,No,0,0,0,0
6,Tamil Nadu,2300,Adani,No,0,0,0,0
6,Tamil Nadu,2300,Bharti,No,0,0,0,0
6,Tamil Nadu,2300,Jio,No,0,0,0,0
6,Tamil Nadu,2300,Vodafone,No,0,0,0,0
6,Tamil Nadu,2500,Adani,No,0,0,0,0
6,Tamil Nadu,2500,Bharti,No,0,0,0,0
6,Tamil Nadu,2500,Jio,No,0,0,0,0
6,Tamil Nadu,2500,Vodafone,No,0,0,0,0
6,Tamil Nadu,3300,Adani,No,0,0,0,0
6,Tamil Nadu,3300,Bharti,No,0,210,10,2
6,Tamil Nadu,3300,Jio,No,0,210,10,1
6,Tamil Nadu,3300,Vodafone,No,0,210,5,3
6,Uttar Pradesh (East),26,Adani,No,0,0,0,0
6,Uttar Pradesh (East),26,Bharti,No,0,15,16,2
6,Uttar Pradesh (East),26,Jio,No,0,15,20,1
6,Uttar Pradesh (East),26,Vodafone,No,0,15,5,3
6,Uttar Pradesh (East),600,Adani,No,0,0,0,0
6,Uttar Pradesh (East),600,Bharti,No,0,0,0,0
6,Uttar Pradesh (East),600,Jio,No,0,0,0,0
6,Uttar Pradesh (East),600,Vodafone,No,0,0,0,0
6,Uttar Pradesh (East),700,Adani,No,0,0,0,0
6,Uttar Pradesh (East),700,Bharti,No,0,0,0,0
6,Uttar Pradesh (East),700,Jio,No,0,855,2,1
6,Uttar Pradesh (East),700,Vodafone,No,0,0,0,0
6,Uttar Pradesh (East),800,Adani,No,0,0,0,0
6,Uttar Pradesh (East),800,Bharti,No,0,0,0,0
6,Uttar Pradesh (East),800,Jio,No,0,0,0,0
6,Uttar Pradesh (East),800,Vodafone,No,0,0,0,0
6,Uttar Pradesh (East),1800,Adani,No,0,0,0,0
6,Uttar Pradesh (East),1800,Bharti,No,0,18.655,25,1
6,Uttar Pradesh (East),1800,Jio,Bid,50,18.655,29,2
6,Uttar Pradesh (East),1800,Vodafone,No,0,0,0,0
6,Uttar Pradesh (East),3300,Adani,No,0,0,0,0
6,Uttar Pradesh (East),3300,Bharti,No,0,140,10,2
6,Uttar Pradesh (East),3300,Jio,No,0,140,10,1
6,Uttar Pradesh (East),3300,Vodafone,No,0,140,5,3
6,Uttar Pradesh (West),26,Adani,No,0,0,0,0
6,Uttar Pradesh (West),26,Bharti,No,0,14.5,16,2
6,Uttar Pradesh (West),26,Jio,No,0,14.5,20,1
6,Uttar Pradesh (West),26,Vodafone,No,0,14.5,7,3
6,Uttar Pradesh (West),600,Adani,No,0,0,0,0
6,Uttar Pradesh (West),600,Bharti,No,0,0,0,0
6,Uttar Pradesh (West),600,Jio,No,0,0,0,0
6,Uttar Pradesh (West),600,Vodafone,No,0,0,0,0
6,Uttar Pradesh (West),700,Adani,No,0,0,0,0
6,Uttar Pradesh (West),700,Bharti,No,0,0,0,0
6,Uttar Pradesh (West),700,Jio,No,0,770,2,1
6,Uttar Pradesh (West),700,Vodafone,No,0,0,0,0
6,Uttar Pradesh (West),800,Adani,No,0,0,0,0
6,Uttar Pradesh (West),800,Bharti,No,0,0,0,0
6,Uttar Pradesh (West),800,Jio,No,0,166.25,4,1
6,Uttar Pradesh (West),800,Vodafone,No,0,0,0,0
6,Uttar Pradesh (West),900,Adani,No,0,0,0,0
6,Uttar Pradesh (West),900,Bharti,No,0,0,0,0
6,Uttar Pradesh (West),900,Jio,No,0,0,0,0
6,Uttar Pradesh (West),900,Vodafone,No,0,0,0,0
6,Uttar Pradesh (West),1800,Adani,No,0,0,0,0
6,Uttar Pradesh (West),1800,Bharti,No,0,0,0,0
6,Uttar Pradesh (West),1800,Jio,No,0,0,0,0
6,Uttar Pradesh (West),1800,Vodafone,No,0,0,0,0
6,Uttar Pradesh (West),2100,Adani,No,0,0,0,0
6,Uttar Pradesh (West),2100,Bharti,No,0,0,0,0
6,Uttar Pradesh (West),2100,Jio,No,0,0,0,0
6,Uttar Pradesh (West),2100,Vodafone,No,0,0,0,0
6,Uttar Pradesh (West),3300,Adani,No,0,0,0,0
6,Uttar Pradesh (West),3300,Bharti,No,0,130,10,2
6,Uttar Pradesh (West),3300,Jio,No,0,130,13,1
6,Uttar Pradesh (West),3300,Vodafone,No,0,130,5,3
6,West Bengal,26,Adani,No,0,0,0,0
6,West Bengal,26,Bharti,No,0,9.5,16,2
6,West Bengal,26,Jio,No,0,9.5,20,1
6,West Bengal,26,Vodafone,No,0,9.5,8,3
6,West Bengal,600,Adani,No,0,0,0,0
6,West Bengal,600,Bharti,No,0,0,0,0
6,West Bengal,600,Jio,No,0,0,0,0
6,West Bengal,600,Vodafone,No,0,0,0,0
6,West Bengal,700,Adani,No,0,0,0,0
6,West Bengal,700,Bharti,No,0,0,0,0
6,West Bengal,700,Jio,No,0,510,2,1
6,West Bengal,700,Vodafone,No,0,0,0,0
6,West Bengal,800,Adani,No,0,0,0,0
6,West Bengal,800,Bharti,No,0,0,0,0
6,West Bengal,800,Jio,No,0,0,0,0
6,West Bengal,800,Vodafone,No,0,0,0,0
6,West Bengal,900,Adani,No,0,0,0,0
6,West Bengal,900,Bharti,No,0,0,0,0
6,West Bengal,900,Jio,No,0,0,0,0
6,West Bengal,900,Vodafone,No,0,0,0,0
6,West Bengal,1800,Adani,No,0,0,0,0
6,West Bengal,1800,Bharti,No,0,0,0,0
6,West Bengal,1800,Jio,No,0,0,0,0
6,West Bengal,1800,Vodafone,No,0,0,0,0
6,West Bengal,2100,Adani,No,0,0,0,0
6,West Bengal,2100,Bharti,No,0,185,1,1
6,West Bengal,2100,Jio,No,0,0,0,0
6,West Bengal,2100,Vodafone,No,0,0,0,0
6,West Bengal,3300,Adani,No,0,0,0,0
6,West Bengal,3300,Bharti,No,0,90,10,2
6,West Bengal,3300,Jio,No,0,90,10,1
6,West Bengal,3300,Vodafone,No,0,90,5,3
7,Andhra Pradesh,26,Adani,No,0,28.5,1,3
7,Andhra Pradesh,26,Bharti,No,0,28.5,16,2
7,Andhra Pradesh,26,Jio,No,0,28.5,20,1
7,Andhra Pradesh,26,Vodafone,No,0,28.5,4,4
7,Andhra Pradesh,600,Adani,No,0,0,0,0
7,Andhra Pradesh,600,Bharti,No,0,0,0,0
7,Andhra Pradesh,600,Jio,No,0,0,0,0
7,Andhra Pradesh,600,Vodafone,No,0,0,0,0
7,Andhra Pradesh,700,Adani,No,0,0,0,0
7,Andhra Pradesh,700,Bharti,No,0,0,0,0
7,Andhra Pradesh,700,Jio,No,0,1590,2,1
7,Andhra Pradesh,700,Vodafone,No,0,0,0,0
7,Andhra Pradesh,800,Adani,No,0,0,0,0
7,Andhra Pradesh,800,Bharti,No,0,0,0,0
7,Andhra Pradesh,800,Jio,No,0,0,0,0
7,Andhra Pradesh,800,Vodafone,No,0,0,0,0
7,Andhra Pradesh,900,Adani,No,0,0,0,0
7,Andhra Pradesh,900,Bharti,No,0,0,0,0
7,Andhra Pradesh,900,Jio,No,0,0,0,0
7,Andhra Pradesh,900,Vodafone,No,0,0,0,0
7,Andhra Pradesh,1800,Adani,No,0,0,0,0
7,Andhra Pradesh,1800,Bharti,No,0,0,0,0
7,Andhra Pradesh,1800,Jio,No,0,0,0,0
7,Andhra Pradesh,1800,Vodafone,No,0,34.4,17,1
7,Andhra Pradesh,2100,Adani,No,0,0,0,0
7,Andhra Pradesh,2100,Bharti,No,0,0,0,0
7,Andhra Pradesh,2100,Jio,No,0,0,0,0
7,Andhra Pradesh,2100,Vodafone,No,0,0,0,0
7,Andhra Pradesh,2300,Adani,No,0,0,0,0
7,Andhra Pradesh,2300,Bharti,No,0,0,0,0
7,Andhra Pradesh,2300,Jio,No,0,0,0,0
7,Andhra Pradesh,2300,Vodafone,No,0,0,0,0
7,Andhra Pradesh,2500,Adani,No,0,0,0,0
7,Andhra Pradesh,2500,Bharti,No,0,0,0,0
7,Andhra Pradesh,2500,Jio,No,0,0,0,0
7,Andhra Pradesh,2500,Vodafone,No,0,510,1,1
7,Andhra Pradesh,3300,Adani,No,0,0,0,0
7,Andhra Pradesh,3300,Bharti,No,0,260,10,2
7,Andhra Pradesh,3300,Jio,No,0,260,10,1
7,Andhra Pradesh,3300,Vodafone,No,0,260,5,3
7,Assam,26,Adani,No,0,0,0,0
7,Assam,26,Bharti,No,0,5,16,2
7,Assam,26,Jio,No,0,5,20,1
7,Assam,26,Vodafone,No,0,0,0,0
7,Assam,600,Adani,No,0,0,0,0
7,Assam,600,Bharti,No,0,0,0,0
7,Assam,600,Jio,No,0,0,0,0
7,Assam,600,Vodafone,No,0,0,0,0
7,Assam,700,Adani,No,0,0,0,0
7,Assam,700,Bharti,No,0,0,0,0
7,Assam,700,Jio,No,0,285,2,1
7,Assam,700,Vodafone,No,0,0,0,0
7,Assam,800,Adani,No,0,0,0,0
7,Assam,800,Bharti,No,0,0,0,0
7,Assam,800,Jio,No,0,62.5,4,1
7,Assam,800,Vodafone,No,0,0,0,0
7,Assam,900,Adani,No,0,0,0,0
7,Assam,900,Bharti,No,0,11.2,19,1
7,Assam,900,Jio,No,0,0,0,0
7,Assam,900,Vodafone,No,0,0,0,0
7,Assam,1800,Adani,No,0,0,0,0
7,Assam,1800,Bharti,No,0,0,0,0
7,Assam,1800,Jio,No,0,0,0,0
7,Assam,1800,Vodafone,No,0,0,0,0
7,Assam,2100,Adani,No,0,0,0,0
7,Assam,2100,Bharti,No,0,0,0,0
7,Assam,2100,Jio,No,0,0,0,0
7,Assam,2100,Vodafone,No,0,0,0,0
7,Assam,3300,Adani,No,0,0,0,0
7,Assam,3300,Bharti,No,0,50,10,2
7,Assam,3300,Jio,No,0,50,10,1
7,Assam,3300,Vodafone,No,0,0,0,0
7,Bihar,26,Adani,No,0,0,0,0
7,Bihar,26,Bharti,No,0,13.5,16,2
7,Bihar,26,Jio,No,0,13.5,20,1
7,Bihar,26,Vodafone,No,0,0,0,0
7,Bihar,600,Adani,No,0,0,0,0
7,Bihar,600,Bharti,No,0,0,0,0
7,Bihar,600,Jio,No,0,0,0,0
7,Bihar,600,Vodafone,No,0,0,0,0
7,Bihar,700,Adani,No,0,0,0,0
7,Bihar,700,Bharti,No,0,0,0,0
7,Bihar,700,Jio,No,0,725,2,1
7,Bihar,700,Vodafone,No,0,0,0,0
7,Bihar,800,Adani,No,0,0,0,0
7,Bihar,800,Bharti,No,0,0,0,0
7,Bihar,800,Jio,No,0,0,0,0
7,Bihar,800,Vodafone,No,0,0,0,0
7,Bihar,900,Adani,No,0,0,0,0
7,Bihar,900,Bharti,No,0,0,0,0
7,Bihar,900,Jio,No,0,0,0,0
7,Bihar,900,Vodafone,No,0,0,0,0
7,Bihar,1800,Adani,No,0,0,0,0
7,Bihar,1800,Bharti,No,0,0,0,0
7,Bihar,1800,Jio,No,0,0,0,0
7,Bihar,1800,Vodafone,No,0,0,0,0
7,Bihar,2100,Adani,No,0,0,0,0
7,Bihar,2100,Bharti,No,0,340,1,1
7,Bihar,2100,Jio,No,0,0,0,0
7,Bihar,2100,Vodafone,No,0,0,0,0
7,Bihar,2500,Adani,No,0,0,0,0
7,Bihar,2500,Bharti,No,0,0,0,0
7,Bihar,2500,Jio,No,0,0,0,0
7,Bihar,2500,Vodafone,No,0,0,0,0
7,Bihar,3300,Adani,No,0,0,0,0
7,Bihar,3300,Bharti,No,0,120,10,2
7,Bihar,3300,Jio,No,0,120,10,1
7,Bihar,3300,Vodafone,No,0,120,5,3
7,Delhi,26,Adani,No,0,0,0,0
7,Delhi,26,Bharti,No,0,44.5,16,2
7,Delhi,26,Jio,No,0,44.5,20,1
7,Delhi,26,Vodafone,No,0,44.5,4,3
7,Delhi,600,Adani,No,0,0,0,0
7,Delhi,600,Bharti,No,0,0,0,0
7,Delhi,600,Jio,No,0,0,0,0
7,Delhi,600,Vodafone,No,0,0,0,0
7,Delhi,700,Adani,No,0,0,0,0
7,Delhi,700,Bharti,No,0,0,0,0
7,Delhi,700,Jio,No,0,2545,2,1
7,Delhi,700,Vodafone,No,0,0,0,0
7,Delhi,800,Adani,No,0,0,0,0
7,Delhi,800,Bharti,No,0,0,0,0
7,Delhi,800,Jio,No,0,0,0,0
7,Delhi,800,Vodafone,No,0,0,0,0
7,Delhi,900,Adani,No,0,0,0,0
7,Delhi,900,Bharti,No,0,0,0,0
7,Delhi,900,Jio,No,0,0,0,0
7,Delhi,900,Vodafone,No,0,0,0,0
7,Delhi,1800,Adani,No,0,0,0,0
7,Delhi,1800,Bharti,No,0,0,0,0
7,Delhi,1800,Jio,No,0,0,0,0
7,Delhi,1800,Vodafone,No,0,0,0,0
7,Delhi,2100,Adani,No,0,0,0,0
7,Delhi,2100,Bharti,No,0,1120,1,1
7,Delhi,2100,Jio,No,0,0,0,0
7,Delhi,2100,Vodafone,No,0,0,0,0
7,Delhi,2300,Adani,No,0,0,0,0
7,Delhi,2300,Bharti,No,0,0,0,0
7,Delhi,2300,Jio,No,0,0,0,0
7,Delhi,2300,Vodafone,No,0,0,0,0
7,Delhi,2500,Adani,No,0,0,0,0
7,Delhi,2500,Bharti,No,0,0,0,0
7,Delhi,2500,Jio,No,0,0,0,0
7,Delhi,2500,Vodafone,No,0,0,0,0
7,Delhi,3300,Adani,No,0,0,0,0
7,Delhi,3300,Bharti,No,0,400,10,2
7,Delhi,3300,Jio,No,0,400,10,1
7,Delhi,3300,Vodafone,No,0,400,5,3
7,Gujarat,26,Adani,No,0,25,2,3
7,Gujarat,26,Bharti,No,0,25,16,2
7,Gujarat,26,Jio,No,0,25,20,1
7,Gujarat,26,Vodafone,No,0,25,9,4
7,Gujarat,600,Adani,No,0,0,0,0
7,Gujarat,600,Bharti,No,0,0,0,0
7,Gujarat,600,Jio,No,0,0,0,0
7,Gujarat,600,Vodafone,No,0,0,0,0
7,Gujarat,700,Adani,No,0,0,0,0
7,Gujarat,700,Bharti,No,0,0,0,0
7,Gujarat,700,Jio,No,0,1410,2,1
7,Gujarat,700,Vodafone,No,0,0,0,0
7,Gujarat,800,Adani,No,0,0,0,0
7,Gujarat,800,Bharti,No,0,0,0,0
7,Gujarat,800,Jio,No,0,0,0,0
7,Gujarat,800,Vodafone,No,0,0,0,0
7,Gujarat,900,Adani,No,0,0,0,0
7,Gujarat,900,Bharti,No,0,0,0,0
7,Gujarat,900,Jio,No,0,0,0,0
7,Gujarat,900,Vodafone,No,0,0,0,0
7,Gujarat,1800,Adani,No,0,0,0,0
7,Gujarat,1800,Bharti,No,0,0,0,0
7,Gujarat,1800,Jio,No,0,30,50,1
7,Gujarat,1800,Vodafone,No,0,0,0,0
7,Gujarat,2100,Adani,No,0,0,0,0
7,Gujarat,2100,Bharti,No,0,625,1,1
7,Gujarat,2100,Jio,No,0,0,0,0
7,Gujarat,2100,Vodafone,No,0,0,0,0
7,Gujarat,2500,Adani,No,0,0,0,0
7,Gujarat,2500,Bharti,No,0,0,0,0
7,Gujarat,2500,Jio,No,0,0,0,0
7,Gujarat,2500,Vodafone,No,0,0,0,0
7,Gujarat,3300,Adani,No,0,0,0,0
7,Gujarat,3300,Bharti,No,0,230,10,2
7,Gujarat,3300,Jio,No,0,230,10,1
7,Gujarat,3300,Vodafone,No,0,230,5,3
7,Haryana,26,Adani,No,0,0,0,0
7,Haryana,26,Bharti,No,0,6.5,16,2
7,Haryana,26,Jio,No,0,6.5,20,1
7,Haryana,26,Vodafone,No,0,6.5,8,3
7,Haryana,600,Adani,No,0,0,0,0
7,Haryana,600,Bharti,No,0,0,0,0
7,Haryana,600,Jio,No,0,0,0,0
7,Haryana,600,Vodafone,No,0,0,0,0
7,Haryana,700,Adani,No,0,0,0,0
7,Haryana,700,Bharti,No,0,0,0,0
7,Haryana,700,Jio,No,0,355,2,1
7,Haryana,700,Vodafone,No,0,0,0,0
7,Haryana,800,Adani,No,0,0,0,0
7,Haryana,800,Bharti,No,0,0,0,0
7,Haryana,800,Jio,No,0,0,0,0
7,Haryana,800,Vodafone,No,0,0,0,0
7,Haryana,900,Adani,No,0,0,0,0
7,Haryana,900,Bharti,No,0,0,0,0
7,Haryana,900,Jio,No,0,0,0,0
7,Haryana,900,Vodafone,No,0,0,0,0
7,Haryana,1800,Adani,No,0,0,0,0
7,Haryana,1800,Bharti,No,0,0,0,0
7,Haryana,1800,Jio,No,0,0,0,0
7,Haryana,1800,Vodafone,No,0,0,0,0
7,Haryana,2100,Adani,No,0,0,0,0
7,Haryana,2100,Bharti,No,0,170,1,1
7,Haryana,2100,Jio,No,0,0,0,0
7,Haryana,2100,Vodafone,No,0,0,0,0
7,Haryana,3300,Adani,No,0,0,0,0
7,Haryana,3300,Bharti,No,0,60,10,2
7,Haryana,3300,Jio,No,0,60,10,1
7,Haryana,3300,Vodafone,No,0,60,5,3
7,Himachal Pradesh,26,Adani,No,0,0,0,0
7,Himachal Pradesh,26,Bharti,No,0,2.5,16,2
7,Himachal Pradesh,26,Jio,No,0,2.5,20,1
7,Himachal Pradesh,26,Vodafone,No,0,0,0,0
7,Himachal Pradesh,600,Adani,No,0,0,0,0
7,Himachal Pradesh,600,Bharti,No,0,0,0,0
7,Himachal Pradesh,600,Jio,No,0,0,0,0
7,Himachal Pradesh,600,Vodafone,No,0,0,0,0
7,Himachal Pradesh,700,Adani,No,0,0,0,0
7,Himachal Pradesh,700,Bharti,No,0,0,0,0
7,Himachal Pradesh,700,Jio,No,0,130,2,1
7,Himachal Pradesh,700,Vodafone,No,0,0,0,0
7,Himachal Pradesh,800,Adani,No,0,0,0,0
7,Himachal Pradesh,800,Bharti,No,0,0,0,0
7,Himachal Pradesh,800,Jio,No,0,0,0,0
7,Himachal Pradesh,800,Vodafone,No,0,0,0,0
