Clock_Round,Service_Area,Band,Bidder,bid_decision,No. of Block(s) Selected,prov_win_bid,Provisionally Allocated Block(s) at end of Clock Round,prov_rank
1,North East,2100,Vodafone,Bid,1,40,0,0
1,North East,2100,Aircel,no,0,0,0,0
1,North East,2100,Idea,Bid,1,40,1,1
1,North East,2100, Tata Tele,no,0,0,0,0
1,North East,2100,RCL,no,0,0,0,0
1,North East,2100,Telewings,no,0,0,0,0
1,North East,2100,Bharti,no,0,0,0,0
1,North East,2100,Jio,no,0,0,0,0
1,Orissa,800,Vodafone,no,0,0,0,0
1,Orissa,800,Aircel,no,0,0,0,0
1,Orissa,800,Idea,no,0,0,0,0
1,Orissa,800, Tata Tele,no,0,0,0,0
1,Orissa,800,RCL,no,0,0,0,0
1,Orissa,800,Telewings,no,0,0,0,0
1,Orissa,800,Bharti,Bid,4,47.5,4,1
1,Orissa,800,Jio,no,0,0,0,0
1,Orissa,900,Vodafone,Bid,31,13.4,31,1
1,Orissa,900,Aircel,Bid,31,13.4,0,0
1,Orissa,900,Idea,Bid,25,13.4,0,0
1,Orissa,900, Tata Tele,no,0,0,0,0
1,Orissa,900,RCL,Bid,25,13.4,0,0
1,Orissa,900,Telewings,no,0,0,0,0
1,Orissa,900,Bharti,Bid,6,13.4,0,0
1,Orissa,900,Jio,Bid,25,13.4,0,0
1,Orissa,1800,Vodafone,no,0,0,0,0
1,Orissa,1800,Aircel,no,0,0,0,0
1,Orissa,1800,Idea,no,0,0,0,0
1,Orissa,1800, Tata Tele,no,0,0,0,0
1,Orissa,1800,RCL,no,0,0,0,0
1,Orissa,1800,Telewings,no,0,0,0,0
1,Orissa,1800,Bharti,Bid,25,4.6,25,1
1,Orissa,1800,Jio,no,0,0,0,0
1,Orissa,2100,Vodafone,no,0,0,0,0
1,Orissa,2100,Aircel,no,0,0,0,0
1,Orissa,2100,Idea,Bid,1,165,1,1
1,Orissa,2100, Tata Tele,no,0,0,0,0
1,Orissa,2100,RCL,no,0,0,0,0
1,Orissa,2100,Telewings,no,0,0,0,0
1,Orissa,2100,Bharti,Bid,1,165,0,0
1,Orissa,2100,Jio,no,0,0,0,0
1,Punjab,800,Vodafone,no,0,0,0,0
1,Punjab,800,Aircel,no,0,0,0,0
1,Punjab,800,Idea,no,0,0,0,0
1,Punjab,800, Tata Tele,no,0,0,0,0
1,Punjab,800,RCL,no,0,0,0,0
1,Punjab,800,Telewings,no,0,0,0,0
1,Punjab,800,Bharti,no,0,0,0,0
1,Punjab,800,Jio,no,0,0,0,0
1,Punjab,900,Vodafone,Bid,28,30.2,0,0
1,Punjab,900,Aircel,no,0,0,0,0
1,Punjab,900,Idea,Bid,28,30.2,28,2
1,Punjab,900, Tata Tele,no,0,0,0,0
1,Punjab,900,RCL,no,0,0,0,0
1,Punjab,900,Telewings,no,0,0,0,0
1,Punjab,900,Bharti,Bid,49,30.2,49,1
1,Punjab,900,Jio,Bid,26,30.2,0,0
1,Punjab,1800,Vodafone,no,0,0,0,0
1,Punjab,1800,Aircel,no,0,0,0,0
1,Punjab,1800,Idea,no,0,0,0,0
1,Punjab,1800, Tata Tele,no,0,0,0,0
1,Punjab,1800,RCL,no,0,0,0,0
1,Punjab,1800,Telewings,no,0,0,0,0
1,Punjab,1800,Bharti,no,0,0,0,0
1,Punjab,1800,Jio,no,0,0,0,0
1,Rajasthan,900,Vodafone,Bid,31,39.4,31,1
1,Rajasthan,900,Aircel,no,0,0,0,0
1,Rajasthan,900,Idea,no,0,0,0,0
1,Rajasthan,900, Tata Tele,no,0,0,0,0
1,Rajasthan,900,RCL,no,0,0,0,0
1,Rajasthan,900,Telewings,no,0,0,0,0
1,Rajasthan,900,Bharti,Bid,31,39.4,31,2
1,Rajasthan,900,Jio,Bid,25,39.4,0,0
1,Rajasthan,1800,Vodafone,no,0,0,0,0
1,Rajasthan,1800,Aircel,no,0,0,0,0
1,Rajasthan,1800,Idea,no,0,0,0,0
1,Rajasthan,1800, Tata Tele,no,0,0,0,0
1,Rajasthan,1800,RCL,no,0,0,0,0
1,Rajasthan,1800,Telewings,no,0,0,0,0
1,Rajasthan,1800,Bharti,no,0,0,0,0
1,Rajasthan,1800,Jio,no,0,0,0,0
1,Rajasthan,2100,Vodafone,Bid,1,435,0,0
1,Rajasthan,2100,Aircel,no,0,0,0,0
1,Rajasthan,2100,Idea,Bid,1,435,1,1
1,Rajasthan,2100, Tata Tele,no,0,0,0,0
1,Rajasthan,2100,RCL,no,0,0,0,0
1,Rajasthan,2100,Telewings,no,0,0,0,0
1,Rajasthan,2100,Bharti,no,0,0,0,0
1,Rajasthan,2100,Jio,no,0,0,0,0
1,Tamil Nadu,800,Vodafone,no,0,0,0,0
1,Tamil Nadu,800,Aircel,no,0,0,0,0
1,Tamil Nadu,800,Idea,no,0,0,0,0
1,Tamil Nadu,800, Tata Tele,no,0,0,0,0
1,Tamil Nadu,800,RCL,no,0,0,0,0
1,Tamil Nadu,800,Telewings,no,0,0,0,0
1,Tamil Nadu,800,Bharti,no,0,0,0,0
1,Tamil Nadu,800,Jio,no,0,0,0,0
1,Tamil Nadu,1800,Vodafone,no,0,0,0,0
1,Tamil Nadu,1800,Aircel,Bid,25,45,25,1
1,Tamil Nadu,1800,Idea,no,0,0,0,0
1,Tamil Nadu,1800, Tata Tele,no,0,0,0,0
1,Tamil Nadu,1800,RCL,no,0,0,0,0
1,Tamil Nadu,1800,Telewings,no,0,0,0,0
1,Tamil Nadu,1800,Bharti,no,0,0,0,0
1,Tamil Nadu,1800,Jio,no,0,0,0,0
1,Tamil Nadu,2100,Vodafone,no,0,0,0,0
1,Tamil Nadu,2100,Aircel,no,0,0,0,0
1,Tamil Nadu,2100,Idea,no,0,0,0,0
1,Tamil Nadu,2100, Tata Tele,no,0,0,0,0
1,Tamil Nadu,2100,RCL,no,0,0,0,0
1,Tamil Nadu,2100,Telewings,no,0,0,0,0
1,Tamil Nadu,2100,Bharti,Bid,1,1720,1,1
1,Tamil Nadu,2100,Jio,no,0,0,0,0
1,Uttar Pradesh (East),800,Vodafone,no,0,0,0,0
1,Uttar Pradesh (East),800,Aircel,no,0,0,0,0
1,Uttar Pradesh (East),800,Idea,no,0,0,0,0
1,Uttar Pradesh (East),800, Tata Tele,no,0,0,0,0
1,Uttar Pradesh (East),800,RCL,no,0,0,0,0
1,Uttar Pradesh (East),800,Telewings,no,0,0,0,0
1,Uttar Pradesh (East),800,Bharti,no,0,0,0,0
1,Uttar Pradesh (East),800,Jio,no,0,0,0,0
1,Uttar Pradesh (East),900,Vodafone,Bid,31,45.6,31,1
1,Uttar Pradesh (East),900,Aircel,no,0,0,0,0
1,Uttar Pradesh (East),900,Idea,no,0,0,0,0
1,Uttar Pradesh (East),900, Tata Tele,Bid,25,45.6,0,0
1,Uttar Pradesh (East),900,RCL,no,0,0,0,0
1,Uttar Pradesh (East),900,Telewings,no,0,0,0,0
1,Uttar Pradesh (East),900,Bharti,no,0,0,0,0
1,Uttar Pradesh (East),900,Jio,Bid,25,45.6,0,0
1,Uttar Pradesh (East),1800,Vodafone,no,0,0,0,0
1,Uttar Pradesh (East),1800,Aircel,no,0,0,0,0
1,Uttar Pradesh (East),1800,Idea,no,0,0,0,0
1,Uttar Pradesh (East),1800, Tata Tele,no,0,0,0,0
1,Uttar Pradesh (East),1800,RCL,no,0,0,0,0
1,Uttar Pradesh (East),1800,Telewings,no,0,0,0,0
1,Uttar Pradesh (East),1800,Bharti,no,0,0,0,0
1,Uttar Pradesh (East),1800,Jio,no,0,0,0,0
1,Uttar Pradesh (East),2100,Vodafone,Bid,1,430,1,1
1,Uttar Pradesh (East),2100,Aircel,no,0,0,0,0
1,Uttar Pradesh (East),2100,Idea,no,0,0,0,0
1,Uttar Pradesh (East),2100, Tata Tele,no,0,0,0,0
1,Uttar Pradesh (East),2100,RCL,no,0,0,0,0
1,Uttar Pradesh (East),2100,Telewings,no,0,0,0,0
1,Uttar Pradesh (East),2100,Bharti,Bid,1,430,0,0
1,Uttar Pradesh (East),2100,Jio,no,0,0,0,0
1,Uttar Pradesh (West),800,Vodafone,no,0,0,0,0
1,Uttar Pradesh (West),800,Aircel,no,0,0,0,0
1,Uttar Pradesh (West),800,Idea,no,0,0,0,0
